Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,z,source
2:3:4:3,114581.29110861136,2,3,4,3,2 14 (2.0:95.0)[true-Van]:22 3 (22.0:49.0)[false-City Cargo Bike]:4 16 (4.0:15.0)[true-City Cargo Bike]:5 23 (5.0:39.0)[false-Van]:7 6 (7.0:29.0)[true-Walker]:16 21 (16.0:85.0)[false-Van]:35 17 (35.0:49.0)[false-City Cargo Bike]:8 5 (8.0:87.0)[false-City Cargo Bike]:10 13 (10.0:65.0)[false-Van]:32 12 (32.0:41.0)[true-Van]:14 7 (14.0:75.0)[false-City Cargo Bike]:37 20 (37.0:45.0)[false-City Cargo Bike]:12 14 (12.0:17.0)[false-Van]:26 8 (26.0:89.0)[false-Van]:13 18 (13.0:39.0)[false-Van]:11 20 (11.0:73.0)[false-Van]:33 14 (33.0:67.0)[false-City Cargo Bike]:17 8 (17.0:89.0)[false-Van]:3 1 (3.0:45.0)[true-City Cargo Bike]:15 8 (15.0:49.0)[false-City Cargo Bike]:42 6 (42.0:17.0)[false-City Cargo Bike]:23 26 (23.0:63.0)[false-City Cargo Bike]:9 1 (9.0:75.0)[false-City Cargo Bike]:24 17 (24.0:93.0)[false-City Cargo Bike]:21 13 (21.0:93.0)[false-City Cargo Bike]:40 9 (40.0:57.0)[false-City Cargo Bike]:27 16 (27.0:47.0)[false-City Cargo Bike]:20 19 (20.0:45.0)[false-City Cargo Bike]:45 24 (45.0:35.0)[false-City Cargo Bike]:19 20 (19.0:79.0)[false-City Cargo Bike]:44 21 (44.0:7.0)[false-City Cargo Bike]:28 20 (28.0:29.0)[false-City Cargo Bike]:29 12 (29.0:13.0)[false-City Cargo Bike]:30 22 (30.0:33.0)[false-City Cargo Bike]:31 20 (31.0:63.0)[false-Van]:25 22 (25.0:39.0)[false-City Cargo Bike]:36 19 (36.0:57.0)[false-Van]:34 25 (34.0:41.0)[false-City Cargo Bike]:38 15 (38.0:83.0)[false-City Cargo Bike]:6 12 (6.0:55.0)[false-Walker]:41 10 (41.0:93.0)[false-City Cargo Bike]:39 2 (39.0:81.0)[false-City Cargo Bike]:18 24 (18.0:89.0)[true-Van]:43 11 (43.0:89.0)[true-Van]:,SOL:R:Van::R:Van:2:22::R:City Cargo Bike:4::R:Van:5::R:Walker:7::R:Van:16:35:8:10::R:Van:32:14:37:12:26:13:11::R:City Cargo Bike:33::R:Van:17::R:City Cargo Bike:3:15::R:City Cargo Bike:42::R:City Cargo Bike:23::R:City Cargo Bike:9::R:City Cargo Bike:24::R:City Cargo Bike:21::R:City Cargo Bike:40::R:City Cargo Bike:27::R:City Cargo Bike:20::R:City Cargo Bike:45::R:City Cargo Bike:19::R:City Cargo Bike:44::R:City Cargo Bike:28::R:City Cargo Bike:29::R:City Cargo Bike:30::R:Van:31:25:36:34::R:City Cargo Bike:38::R:Walker:6::R:City Cargo Bike:41::R:City Cargo Bike:39::R:Van:18::R:Van:43:,114581.29110861136,31.0,123888.09932079635,553451.6404512932,2180.0,551271.6404512932,10879.089896482623,NaN,12578.446373893028,2815.6386209271895,29.0,6.0,0.0,65.0,48.0,5.0,0.0,48.0,22.0,4.0,0.0,74.0,51.0,3.0,0.0,46.0,CrossOver:simple
2:3:4:4,-1.0,2,3,4,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2:4:0:0,16638.833689018502,2,4,0,0,2 14 (2.0:95.0)[true-Van]:36 19 (36.0:57.0)[false-City Cargo Bike]:12 14 (12.0:17.0)[false-Van]:4 16 (4.0:15.0)[false-Van]:5 23 (5.0:39.0)[false-City Cargo Bike]:6 12 (6.0:55.0)[false-Van]:7 6 (7.0:29.0)[false-Van]:32 12 (32.0:41.0)[false-City Cargo Bike]:8 5 (8.0:87.0)[false-Van]:34 25 (34.0:41.0)[false-City Cargo Bike]:37 20 (37.0:45.0)[false-Walker]:39 2 (39.0:81.0)[true-Van]:43 11 (43.0:89.0)[false-City Cargo Bike]:40 9 (40.0:57.0)[false-City Cargo Bike]:16 21 (16.0:85.0)[false-Walker]:18 24 (18.0:89.0)[false-Walker]:19 20 (19.0:79.0)[false-Walker]:22 3 (22.0:49.0)[false-City Cargo Bike]:45 24 (45.0:35.0)[true-Van]:25 22 (25.0:39.0)[false-City Cargo Bike]:27 16 (27.0:47.0)[false-City Cargo Bike]:15 8 (15.0:49.0)[false-City Cargo Bike]:17 8 (17.0:89.0)[true-Van]:31 20 (31.0:63.0)[false-City Cargo Bike]:41 10 (41.0:93.0)[false-City Cargo Bike]:44 21 (44.0:7.0)[false-City Cargo Bike]:24 17 (24.0:93.0)[false-City Cargo Bike]:42 6 (42.0:17.0)[false-City Cargo Bike]:26 8 (26.0:89.0)[false-Walker]:9 1 (9.0:75.0)[false-Van]:14 7 (14.0:75.0)[false-Walker]:13 18 (13.0:39.0)[true-Van]:20 19 (20.0:45.0)[false-Van]:33 14 (33.0:67.0)[false-City Cargo Bike]:38 15 (38.0:83.0)[false-City Cargo Bike]:10 13 (10.0:65.0)[false-Van]:23 26 (23.0:63.0)[true-Van]:11 20 (11.0:73.0)[false-Walker]:21 13 (21.0:93.0)[true-Van]:28 20 (28.0:29.0)[false-City Cargo Bike]:29 12 (29.0:13.0)[false-City Cargo Bike]:30 22 (30.0:33.0)[false-City Cargo Bike]:35 17 (35.0:49.0)[false-City Cargo Bike]:3 1 (3.0:45.0)[false-Walker]:,SOL:R:Van::R:Van:2:36:12:4:5:6::R:Van:7:32:8:34:37::R:Van:39:43:40:16:18:19:22::R:Van:45:25:27:15::R:Van:17:31:41:44:24:42:26:9:14::R:Van:13:20:33:38:10::R:Van:23:11::R:Van:21:28:29:30:35:3:,16638.833689018502,9.0,83194.1684450925,250662.5053352775,1080.0,249582.5053352775,13620.60132518237,NaN,5696.875121256307,1890.776555570284,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RndSwap:simple
2:4:0:1,18738.387293185668,2,4,0,1,2 14 (2.0:95.0)[true-Van]:22 3 (22.0:49.0)[false-City Cargo Bike]:29 12 (29.0:13.0)[false-City Cargo Bike]:34 25 (34.0:41.0)[false-City Cargo Bike]:5 23 (5.0:39.0)[false-Van]:7 6 (7.0:29.0)[true-Van]:23 26 (23.0:63.0)[false-Walker]:35 17 (35.0:49.0)[false-City Cargo Bike]:8 5 (8.0:87.0)[false-City Cargo Bike]:10 13 (10.0:65.0)[false-Van]:28 20 (28.0:29.0)[false-City Cargo Bike]:17 8 (17.0:89.0)[true-Van]:32 12 (32.0:41.0)[false-City Cargo Bike]:37 20 (37.0:45.0)[false-City Cargo Bike]:12 14 (12.0:17.0)[false-Van]:11 20 (11.0:73.0)[false-Van]:16 21 (16.0:85.0)[false-Van]:13 18 (13.0:39.0)[false-Van]:33 14 (33.0:67.0)[false-City Cargo Bike]:3 1 (3.0:45.0)[false-City Cargo Bike]:43 11 (43.0:89.0)[true-Van]:44 21 (44.0:7.0)[false-City Cargo Bike]:27 16 (27.0:47.0)[false-City Cargo Bike]:20 19 (20.0:45.0)[false-City Cargo Bike]:15 8 (15.0:49.0)[false-City Cargo Bike]:19 20 (19.0:79.0)[true-Van]:26 8 (26.0:89.0)[false-Van]:24 17 (24.0:93.0)[false-Van]:30 22 (30.0:33.0)[false-City Cargo Bike]:40 9 (40.0:57.0)[false-City Cargo Bike]:9 1 (9.0:75.0)[false-Van]:31 20 (31.0:63.0)[true-Van]:25 22 (25.0:39.0)[false-City Cargo Bike]:45 24 (45.0:35.0)[false-City Cargo Bike]:18 24 (18.0:89.0)[false-City Cargo Bike]:14 7 (14.0:75.0)[false-City Cargo Bike]:36 19 (36.0:57.0)[false-Van]:38 15 (38.0:83.0)[false-City Cargo Bike]:4 16 (4.0:15.0)[false-Van]:41 10 (41.0:93.0)[false-City Cargo Bike]:21 13 (21.0:93.0)[false-City Cargo Bike]:42 6 (42.0:17.0)[false-City Cargo Bike]:39 2 (39.0:81.0)[false-City Cargo Bike]:6 12 (6.0:55.0)[false-Walker]:,SOL:R:Van::R:Van:2:22:29:34:5::R:Van:7:23:35:8:10:28::R:Van:17:32:37:12:11:16::R:Van:13:33:3::R:Van:43:44:27:20:15::R:Van:19:26:24:30:40:9::R:Van:31:25:45:18:14::R:Van:36:38:4:41:21:42:39:6:,18738.387293185668,9.0,93691.93646592833,282155.80939778505,1080.0,281075.80939778505,14038.253832399361,NaN,6412.632031767842,2129.362192407462,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RndSwap:simple
2:4:0:2,44717.998260528606,2,4,0,2,31 20 (31.0:63.0)[false-City Cargo Bike]:16 21 (16.0:85.0)[false-Van]:41 10 (41.0:93.0)[false-City Cargo Bike]:4 16 (4.0:15.0)[false-Van]:3 1 (3.0:45.0)[false-City Cargo Bike]:23 26 (23.0:63.0)[true-Van]:7 6 (7.0:29.0)[false-City Cargo Bike]:8 5 (8.0:87.0)[false-City Cargo Bike]:17 8 (17.0:89.0)[false-City Cargo Bike]:24 17 (24.0:93.0)[false-City Cargo Bike]:11 20 (11.0:73.0)[false-City Cargo Bike]:5 23 (5.0:39.0)[false-City Cargo Bike]:30 22 (30.0:33.0)[false-City Cargo Bike]:27 16 (27.0:47.0)[true-City Cargo Bike]:37 20 (37.0:45.0)[true-Van]:15 8 (15.0:49.0)[false-City Cargo Bike]:25 22 (25.0:39.0)[false-City Cargo Bike]:39 2 (39.0:81.0)[false-City Cargo Bike]:21 13 (21.0:93.0)[false-City Cargo Bike]:14 7 (14.0:75.0)[false-City Cargo Bike]:6 12 (6.0:55.0)[false-City Cargo Bike]:10 13 (10.0:65.0)[false-City Cargo Bike]:22 3 (22.0:49.0)[true-Van]:13 18 (13.0:39.0)[false-City Cargo Bike]:18 24 (18.0:89.0)[false-City Cargo Bike]:19 20 (19.0:79.0)[false-City Cargo Bike]:20 19 (20.0:45.0)[false-City Cargo Bike]:33 14 (33.0:67.0)[false-City Cargo Bike]:42 6 (42.0:17.0)[false-City Cargo Bike]:12 14 (12.0:17.0)[false-Van]:36 19 (36.0:57.0)[false-Van]:9 1 (9.0:75.0)[false-Van]:28 20 (28.0:29.0)[false-Van]:2 14 (2.0:95.0)[false-Van]:29 12 (29.0:13.0)[false-Van]:26 8 (26.0:89.0)[false-Van]:32 12 (32.0:41.0)[false-Van]:34 25 (34.0:41.0)[false-Van]:35 17 (35.0:49.0)[false-Van]:38 15 (38.0:83.0)[false-Van]:40 9 (40.0:57.0)[false-Van]:43 11 (43.0:89.0)[false-Van]:44 21 (44.0:7.0)[false-Van]:45 24 (45.0:35.0)[false-Van]:,SOL:R:City Cargo Bike::R:City Cargo Bike:31::R:Van:16:41:4:3::R:Van:23:7:8:17:24:11::R:City Cargo Bike:5::R:City Cargo Bike:30::R:City Cargo Bike:27::R:Van:37:15:25:39:21:14:6:10::R:Van:22:13:18:19:20:33::R:City Cargo Bike:42::R:Van:12:36:9:28:2:29:26:32::R:Van:34:35:38:40:43:44::R:Van:45:,44717.998260528606,13.0,124652.6916018462,414672.9946858573,1140.0,413532.9946858573,15770.290247704132,NaN,9424.386242860393,2833.0157182237776,54.0,0.0,0.0,46.0,89.0,0.0,0.0,11.0,56.0,0.0,0.0,44.0,86.0,0.0,0.0,14.0,RndSwap:simple
2:4:0:3,-1.0,2,4,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2:4:0:4,-1.0,2,4,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2:4:1:0,16645.946717366063,2,4,1,0,2 14 (2.0:95.0)[true-Van]:26 8 (26.0:89.0)[false-Walker]:33 14 (33.0:67.0)[false-City Cargo Bike]:4 16 (4.0:15.0)[false-Van]:8 5 (8.0:87.0)[false-Van]:42 6 (42.0:17.0)[false-City Cargo Bike]:17 8 (17.0:89.0)[false-City Cargo Bike]:20 19 (20.0:45.0)[false-Van]:21 13 (21.0:93.0)[true-Van]:7 6 (7.0:29.0)[false-Van]:5 23 (5.0:39.0)[false-Van]:39 2 (39.0:81.0)[true-Van]:43 11 (43.0:89.0)[false-City Cargo Bike]:12 14 (12.0:17.0)[false-City Cargo Bike]:10 13 (10.0:65.0)[false-Van]:41 10 (41.0:93.0)[true-Van]:44 21 (44.0:7.0)[false-City Cargo Bike]:31 20 (31.0:63.0)[false-City Cargo Bike]:6 12 (6.0:55.0)[false-City Cargo Bike]:40 9 (40.0:57.0)[true-Van]:16 21 (16.0:85.0)[false-Walker]:11 20 (11.0:73.0)[false-Van]:25 22 (25.0:39.0)[true-Van]:38 15 (38.0:83.0)[false-City Cargo Bike]:18 24 (18.0:89.0)[false-Walker]:45 24 (45.0:35.0)[false-Walker]:9 1 (9.0:75.0)[false-Van]:13 18 (13.0:39.0)[true-Van]:19 20 (19.0:79.0)[false-Walker]:22 3 (22.0:49.0)[false-City Cargo Bike]:23 26 (23.0:63.0)[false-Van]:14 7 (14.0:75.0)[false-Walker]:37 20 (37.0:45.0)[true-Van]:36 19 (36.0:57.0)[false-City Cargo Bike]:32 12 (32.0:41.0)[false-City Cargo Bike]:24 17 (24.0:93.0)[false-Van]:27 16 (27.0:47.0)[false-Van]:15 8 (15.0:49.0)[false-Walker]:28 20 (28.0:29.0)[false-Van]:34 25 (34.0:41.0)[false-Van]:29 12 (29.0:13.0)[false-Van]:30 22 (30.0:33.0)[false-Van]:35 17 (35.0:49.0)[false-Van]:3 1 (3.0:45.0)[false-Van]:,SOL:R:Van::R:Van:2:26:33:4:8:42:17:20::R:Van:21:7:5::R:Van:39:43:12:10::R:Van:41:44:31:6::R:Van:40:16:11::R:Van:25:38:18:45:9::R:Van:13:19:22:23:14::R:Van:37:36:32:24:27:15::R:Van:28:34:29:30:35:3:,16645.946717366063,10.0,83229.73358683032,250889.20076049096,1200.0,249689.20076049096,14240.696298834704,NaN,5702.027290011159,1891.5848542461435,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RndSwap:simple
2:4:1:1,18738.513952124293,2,4,1,1,2 14 (2.0:95.0)[true-Van]:19 20 (19.0:79.0)[false-City Cargo Bike]:7 6 (7.0:29.0)[false-Van]:5 23 (5.0:39.0)[false-Van]:28 20 (28.0:29.0)[false-City Cargo Bike]:10 13 (10.0:65.0)[false-Walker]:11 20 (11.0:73.0)[false-Van]:45 24 (45.0:35.0)[false-City Cargo Bike]:42 6 (42.0:17.0)[false-City Cargo Bike]:13 18 (13.0:39.0)[false-Van]:6 12 (6.0:55.0)[false-Van]:16 21 (16.0:85.0)[false-Van]:18 24 (18.0:89.0)[false-Van]:37 20 (37.0:45.0)[false-City Cargo Bike]:20 19 (20.0:45.0)[false-City Cargo Bike]:14 7 (14.0:75.0)[false-Van]:12 14 (12.0:17.0)[false-Van]:21 13 (21.0:93.0)[false-City Cargo Bike]:29 12 (29.0:13.0)[false-City Cargo Bike]:8 5 (8.0:87.0)[false-City Cargo Bike]:31 20 (31.0:63.0)[false-Van]:40 9 (40.0:57.0)[false-Van]:17 8 (17.0:89.0)[false-City Cargo Bike]:35 17 (35.0:49.0)[false-City Cargo Bike]:3 1 (3.0:45.0)[false-Van]:25 22 (25.0:39.0)[true-Van]:39 2 (39.0:81.0)[false-Van]:32 12 (32.0:41.0)[false-City Cargo Bike]:34 25 (34.0:41.0)[false-City Cargo Bike]:23 26 (23.0:63.0)[false-City Cargo Bike]:27 16 (27.0:47.0)[true-Van]:4 16 (4.0:15.0)[false-Van]:30 22 (30.0:33.0)[false-City Cargo Bike]:36 19 (36.0:57.0)[false-Van]:9 1 (9.0:75.0)[true-Van]:33 14 (33.0:67.0)[true-Van]:22 3 (22.0:49.0)[false-City Cargo Bike]:26 8 (26.0:89.0)[true-Van]:43 11 (43.0:89.0)[false-City Cargo Bike]:38 15 (38.0:83.0)[false-Van]:41 10 (41.0:93.0)[false-Van]:44 21 (44.0:7.0)[false-Walker]:24 17 (24.0:93.0)[false-City Cargo Bike]:15 8 (15.0:49.0)[false-Van]:,SOL:R:Van::R:Van:2:19:7:5:28:10::R:Van:11:45:42:13:6::R:Van:16:18:37:20:14::R:Van:12:21:29:8:31:40:17:35:3::R:Van:25:39:32:34:23::R:Van:27:4:30:36::R:Van:9::R:Van:33:22::R:Van:26:43:38:41:44:24:15:,18738.513952124293,10.0,93692.56976062145,282277.7092818644,1200.0,281077.7092818644,15273.866503859152,NaN,6415.402483678737,2129.3765854686694,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RndSwap:simple
2:4:1:2,44214.16137677686,2,4,1,2,2 14 (2.0:95.0)[true-Van]:25 22 (25.0:39.0)[false-Van]:15 8 (15.0:49.0)[false-City Cargo Bike]:4 16 (4.0:15.0)[false-Van]:12 14 (12.0:17.0)[false-City Cargo Bike]:5 23 (5.0:39.0)[false-City Cargo Bike]:37 20 (37.0:45.0)[false-Van]:6 12 (6.0:55.0)[false-City Cargo Bike]:7 6 (7.0:29.0)[true-Van]:20 19 (20.0:45.0)[false-City Cargo Bike]:8 5 (8.0:87.0)[false-City Cargo Bike]:22 3 (22.0:49.0)[false-Van]:43 11 (43.0:89.0)[false-City Cargo Bike]:35 17 (35.0:49.0)[false-City Cargo Bike]:9 1 (9.0:75.0)[false-City Cargo Bike]:29 12 (29.0:13.0)[false-City Cargo Bike]:18 24 (18.0:89.0)[false-City Cargo Bike]:13 18 (13.0:39.0)[false-City Cargo Bike]:26 8 (26.0:89.0)[false-Walker]:44 21 (44.0:7.0)[false-City Cargo Bike]:39 2 (39.0:81.0)[false-City Cargo Bike]:17 8 (17.0:89.0)[false-Van]:16 21 (16.0:85.0)[false-Van]:24 17 (24.0:93.0)[false-City Cargo Bike]:31 20 (31.0:63.0)[false-City Cargo Bike]:33 14 (33.0:67.0)[false-City Cargo Bike]:41 10 (41.0:93.0)[false-City Cargo Bike]:27 16 (27.0:47.0)[false-City Cargo Bike]:19 20 (19.0:79.0)[true-Van]:32 12 (32.0:41.0)[false-City Cargo Bike]:28 20 (28.0:29.0)[false-City Cargo Bike]:30 22 (30.0:33.0)[false-City Cargo Bike]:45 24 (45.0:35.0)[false-City Cargo Bike]:11 20 (11.0:73.0)[false-City Cargo Bike]:36 19 (36.0:57.0)[false-Van]:38 15 (38.0:83.0)[false-City Cargo Bike]:14 7 (14.0:75.0)[false-City Cargo Bike]:21 13 (21.0:93.0)[true-Van]:10 13 (10.0:65.0)[false-City Cargo Bike]:40 9 (40.0:57.0)[true-Van]:3 1 (3.0:45.0)[false-City Cargo Bike]:42 6 (42.0:17.0)[true-Van]:23 26 (23.0:63.0)[false-City Cargo Bike]:34 25 (34.0:41.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2:25:15:4:12:5::R:Van:37:6::R:Van:7:20:8:22:43:35:9:29:18::R:City Cargo Bike:13::R:Walker:26::R:City Cargo Bike:44::R:City Cargo Bike:39:17::R:Van:16:24:31:33:41:27::R:Van:19:32:28:30:45::R:City Cargo Bike:11::R:Van:36:38:14::R:Van:21:10::R:Van:40:3::R:Van:42:23:34:,44214.16137677686,15.0,124703.75318247193,414108.0810279808,1450.0,412658.0810279808,13757.106651920296,NaN,9411.547296090472,2834.176208692544,67.0,7.0,0.0,27.0,86.0,2.0,0.0,11.0,56.0,9.0,0.0,34.0,88.0,1.0,0.0,11.0,RndSwap:simple
2:4:1:3,-1.0,2,4,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2:4:1:4,-1.0,2,4,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2:4:2:0,-1.0,2,4,2,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2:4:2:1,24542.417528503327,2,4,2,1,2 14 (2.0:95.0)[true-Van]:9 1 (9.0:75.0)[false-City Cargo Bike]:4 16 (4.0:15.0)[true-Van]:5 23 (5.0:39.0)[false-City Cargo Bike]:7 6 (7.0:29.0)[true-Van]:11 20 (11.0:73.0)[false-Van]:38 15 (38.0:83.0)[true-Van]:12 14 (12.0:17.0)[false-City Cargo Bike]:13 18 (13.0:39.0)[false-City Cargo Bike]:18 24 (18.0:89.0)[true-Van]:17 8 (17.0:89.0)[false-City Cargo Bike]:28 20 (28.0:29.0)[false-City Cargo Bike]:8 5 (8.0:87.0)[false-City Cargo Bike]:3 1 (3.0:45.0)[false-City Cargo Bike]:43 11 (43.0:89.0)[true-Van]:15 8 (15.0:49.0)[false-City Cargo Bike]:23 26 (23.0:63.0)[true-Van]:24 17 (24.0:93.0)[true-Van]:21 13 (21.0:93.0)[false-City Cargo Bike]:26 8 (26.0:89.0)[false-City Cargo Bike]:10 13 (10.0:65.0)[false-City Cargo Bike]:16 21 (16.0:85.0)[true-Van]:30 22 (30.0:33.0)[false-City Cargo Bike]:40 9 (40.0:57.0)[false-City Cargo Bike]:33 14 (33.0:67.0)[false-Van]:31 20 (31.0:63.0)[false-City Cargo Bike]:14 7 (14.0:75.0)[false-City Cargo Bike]:34 25 (34.0:41.0)[true-Van]:35 17 (35.0:49.0)[false-City Cargo Bike]:37 20 (37.0:45.0)[false-City Cargo Bike]:6 12 (6.0:55.0)[false-Walker]:29 12 (29.0:13.0)[true-Van]:25 22 (25.0:39.0)[false-City Cargo Bike]:36 19 (36.0:57.0)[false-City Cargo Bike]:27 16 (27.0:47.0)[false-City Cargo Bike]:20 19 (20.0:45.0)[false-City Cargo Bike]:45 24 (45.0:35.0)[true-Van]:19 20 (19.0:79.0)[false-City Cargo Bike]:42 6 (42.0:17.0)[false-City Cargo Bike]:41 10 (41.0:93.0)[false-City Cargo Bike]:44 21 (44.0:7.0)[false-City Cargo Bike]:32 12 (32.0:41.0)[false-City Cargo Bike]:39 2 (39.0:81.0)[false-City Cargo Bike]:22 3 (22.0:49.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2:9::R:Van:4:5::R:Van:7:11::R:Van:38:12:13::R:Van:18:17:28:8:3::R:Van:43:15::R:Van:23::R:Van:24:21:26:10::R:Van:16:30:40:33:31:14::R:Van:34:35:37:6::R:Van:29:25:36:27:20::R:Van:45:19:42:41:44:32:39:22:,24542.417528503327,13.0,122712.08764251662,369696.26292754995,1560.0,368136.26292754995,13372.638961869325,NaN,8402.187793807954,2788.911082784469,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RndSwap:simple
2:4:2:2,44390.143117711195,2,4,2,2,2 14 (2.0:95.0)[true-Van]:37 20 (37.0:45.0)[false-City Cargo Bike]:23 26 (23.0:63.0)[false-City Cargo Bike]:34 25 (34.0:41.0)[true-Van]:19 20 (19.0:79.0)[false-Walker]:33 14 (33.0:67.0)[false-City Cargo Bike]:39 2 (39.0:81.0)[false-City Cargo Bike]:6 12 (6.0:55.0)[false-Walker]:29 12 (29.0:13.0)[true-Van]:5 23 (5.0:39.0)[false-Van]:16 21 (16.0:85.0)[true-Van]:12 14 (12.0:17.0)[false-City Cargo Bike]:26 8 (26.0:89.0)[false-Walker]:41 10 (41.0:93.0)[false-Van]:40 9 (40.0:57.0)[false-City Cargo Bike]:15 8 (15.0:49.0)[false-Walker]:25 22 (25.0:39.0)[true-Van]:18 24 (18.0:89.0)[false-Walker]:36 19 (36.0:57.0)[false-City Cargo Bike]:9 1 (9.0:75.0)[false-City Cargo Bike]:4 16 (4.0:15.0)[true-Van]:24 17 (24.0:93.0)[false-City Cargo Bike]:3 1 (3.0:45.0)[false-City Cargo Bike]:43 11 (43.0:89.0)[false-City Cargo Bike]:8 5 (8.0:87.0)[false-Van]:22 3 (22.0:49.0)[false-City Cargo Bike]:7 6 (7.0:29.0)[false-Van]:27 16 (27.0:47.0)[false-City Cargo Bike]:45 24 (45.0:35.0)[true-Van]:14 7 (14.0:75.0)[false-Walker]:13 18 (13.0:39.0)[true-Walker]:20 19 (20.0:45.0)[false-Van]:17 8 (17.0:89.0)[true-Van]:44 21 (44.0:7.0)[false-City Cargo Bike]:31 20 (31.0:63.0)[false-City Cargo Bike]:11 20 (11.0:73.0)[false-Walker]:42 6 (42.0:17.0)[true-Van]:38 15 (38.0:83.0)[false-City Cargo Bike]:30 22 (30.0:33.0)[false-City Cargo Bike]:21 13 (21.0:93.0)[true-Walker]:28 20 (28.0:29.0)[false-City Cargo Bike]:10 13 (10.0:65.0)[false-Van]:32 12 (32.0:41.0)[true-Walker]:35 17 (35.0:49.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2:37:23::R:Van:34:19:33:39:6::R:Van:29:5::R:Van:16:12:26:41:40:15::R:Van:25:18:36:9::R:Van:4:24:3:43:8:22:7:27::R:Van:45:14::R:Walker:13::R:Van:20::R:Van:17:44:31:11::R:Van:42:38:30::R:Walker:21::R:City Cargo Bike:28::R:Van:10::R:Walker:32::R:City Cargo Bike:35:,44390.143117711195,17.0,124713.2364862413,414724.7010996497,1690.0,413034.7010996497,13164.806446235445,NaN,9425.561388628403,2834.391738323666,71.0,18.0,0.0,12.0,89.0,7.0,0.0,5.0,56.0,25.0,0.0,19.0,87.0,7.0,0.0,6.0,RndSwap:simple
