Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,,source
4:1:0:3,57716.92468432658,4,1,0,3,2 11 (2.0:60.0)[false-Van]:3 20 (3.0:46.0)[true-Van]:4 26 (4.0:91.0)[false-Van]:5 17 (5.0:70.0)[false-Van]:45 11 (45.0:25.0)[false-Van]:54 17 (54.0:60.0)[false-Van]:6 5 (6.0:86.0)[false-Van]:7 17 (7.0:20.0)[false-Van]:8 1 (8.0:41.0)[false-Van]:9 15 (9.0:21.0)[false-Van]:10 16 (10.0:46.0)[false-Van]:12 2 (12.0:16.0)[false-Van]:13 22 (13.0:41.0)[false-Van]:14 25 (14.0:60.0)[false-Van]:15 20 (15.0:55.0)[false-Van]:16 20 (16.0:71.0)[true-Van]:18 26 (18.0:61.0)[false-Van]:20 5 (20.0:100.0)[false-Van]:11 22 (11.0:95.0)[false-Van]:21 11 (21.0:65.0)[false-Van]:22 5 (22.0:40.0)[false-Van]:23 21 (23.0:19.0)[false-Van]:24 17 (24.0:34.0)[false-Van]:25 12 (25.0:36.0)[false-Van]:26 12 (26.0:69.0)[false-Van]:42 2 (42.0:55.0)[false-Van]:27 15 (27.0:61.0)[false-Van]:28 21 (28.0:19.0)[false-Van]:29 12 (29.0:51.0)[false-Van]:30 2 (30.0:61.0)[false-Van]:19 12 (19.0:80.0)[false-Van]:31 17 (31.0:76.0)[false-Van]:32 16 (32.0:41.0)[false-Van]:33 15 (33.0:35.0)[false-Van]:34 26 (34.0:1.0)[false-Van]:17 21 (17.0:39.0)[false-Van]:35 12 (35.0:15.0)[false-Van]:36 22 (36.0:21.0)[false-Van]:37 16 (37.0:79.0)[false-Van]:38 21 (38.0:34.0)[false-Van]:39 16 (39.0:74.0)[false-Van]:40 2 (40.0:75.0)[false-Van]:41 6 (41.0:65.0)[false-Van]:43 6 (43.0:100.0)[false-Van]:59 16 (59.0:20.0)[false-Van]:44 10 (44.0:99.0)[false-Van]:46 1 (46.0:75.0)[false-Van]:47 63 (47.0:30.0)[false-Van]:48 10 (48.0:21.0)[false-Van]:49 21 (49.0:75.0)[false-Van]:50 7 (50.0:71.0)[false-Van]:51 1 (51.0:56.0)[false-Van]:52 6 (52.0:25.0)[false-Van]:53 26 (53.0:85.0)[false-Van]:55 10 (55.0:41.0)[false-Van]:56 25 (56.0:6.0)[false-Van]:57 25 (57.0:60.0)[false-Van]:58 25 (58.0:40.0)[false-Van]:60 5 (60.0:94.0)[false-Van]:61 22 (61.0:31.0)[false-Van]:62 17 (62.0:40.0)[false-Van]:63 6 (63.0:56.0)[false-Van]:,SOL:R:Van:2::R:Van:3:4:5:45:54:6::R:Van:7:8:9:10:12:13:14::R:Van:15::R:Van:16:18:20:11:21:22::R:Van:23:24:25:26:42:27:28::R:Van:29:30:19:31:32:33:34::R:Van:17:35:36:37:38::R:Van:39:40:41:43:59:44:46::R:Van:47:48:49::R:Van:50:51:52:53:55:56:57::R:Van:58:60:61:62:63:,57716.92468432658,12.0,288584.62342163286,867193.8702648986,1440.0,865753.8702648986,8469.740469572143,983.6714399644043,13986.997907498366,4654.590700348917,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,AddRoute:LargeVan:simple
4:1:0:4,71399.32848966126,4,1,0,4,2 11 (2.0:60.0)[false-Van]:20 5 (20.0:100.0)[false-Van]:3 20 (3.0:46.0)[false-Van]:4 26 (4.0:91.0)[false-Van]:5 17 (5.0:70.0)[false-Van]:54 17 (54.0:60.0)[false-Van]:6 5 (6.0:86.0)[false-Van]:7 17 (7.0:20.0)[false-Van]:8 1 (8.0:41.0)[false-Van]:9 15 (9.0:21.0)[false-Van]:10 16 (10.0:46.0)[false-Van]:12 2 (12.0:16.0)[false-Van]:13 22 (13.0:41.0)[false-Van]:14 25 (14.0:60.0)[false-Van]:15 20 (15.0:55.0)[false-Van]:16 20 (16.0:71.0)[false-Van]:17 21 (17.0:39.0)[false-Van]:18 26 (18.0:61.0)[false-Van]:19 12 (19.0:80.0)[false-Van]:11 22 (11.0:95.0)[false-Van]:21 11 (21.0:65.0)[false-Van]:22 5 (22.0:40.0)[false-Van]:23 21 (23.0:19.0)[false-Van]:24 17 (24.0:34.0)[false-Van]:31 17 (31.0:76.0)[false-Van]:25 12 (25.0:36.0)[false-Van]:26 12 (26.0:69.0)[false-Van]:27 15 (27.0:61.0)[false-Van]:28 21 (28.0:19.0)[false-Van]:29 12 (29.0:51.0)[false-Van]:32 16 (32.0:41.0)[false-Van]:33 15 (33.0:35.0)[false-Van]:34 26 (34.0:1.0)[false-Van]:35 12 (35.0:15.0)[false-Van]:36 22 (36.0:21.0)[false-Van]:37 16 (37.0:79.0)[false-Van]:38 21 (38.0:34.0)[false-Van]:39 16 (39.0:74.0)[false-Van]:40 2 (40.0:75.0)[false-Van]:41 6 (41.0:65.0)[false-Van]:42 2 (42.0:55.0)[false-Van]:43 6 (43.0:100.0)[false-Van]:44 10 (44.0:99.0)[false-Van]:45 11 (45.0:25.0)[false-Van]:46 1 (46.0:75.0)[false-Van]:47 63 (47.0:30.0)[false-Van]:48 10 (48.0:21.0)[false-Van]:49 21 (49.0:75.0)[false-Van]:30 2 (30.0:61.0)[false-Van]:50 7 (50.0:71.0)[false-Van]:51 1 (51.0:56.0)[false-Van]:52 6 (52.0:25.0)[false-Van]:53 26 (53.0:85.0)[false-Van]:55 10 (55.0:41.0)[false-Van]:56 25 (56.0:6.0)[false-Van]:57 25 (57.0:60.0)[false-Van]:58 25 (58.0:40.0)[false-Van]:59 16 (59.0:20.0)[false-Van]:60 5 (60.0:94.0)[false-Van]:61 22 (61.0:31.0)[false-Van]:62 17 (62.0:40.0)[false-Van]:63 6 (63.0:56.0)[false-Van]:,SOL:R:Van:2:20:3:4:5:54::R:Van:6:7:8:9:10:12:13::R:Van:14:15:16:17::R:Van:18:19:11:21:22:23::R:Van:24:31:25:26:27:28::R:Van:29:32:33:34:35::R:Van:36:37:38:39:40:41:42:43::R:Van:44:45:46:47:48::R:Van:49:30:50:51:52:53:55:56::R:Van:57:58:59:60:61::R:Van:62:63:,71399.32848966126,11.0,356996.6424483063,1072309.927344919,1320.0,1070989.927344919,8522.325854398518,1042.1251743619696,17295.321408789016,5758.010362069456,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RndSwap:simple
4:1:1:0,-1.0,4,1,1,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
4:1:1:1,-1.0,4,1,1,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
4:1:1:2,53014.59274749351,4,1,1,2,5 17 (5.0:70.0)[false-Van]:3 20 (3.0:46.0)[false-Walker]:22 5 (22.0:40.0)[false-Van]:20 5 (20.0:100.0)[false-City Cargo Bike]:37 16 (37.0:79.0)[true-Van]:8 1 (8.0:41.0)[false-City Cargo Bike]:10 16 (10.0:46.0)[false-City Cargo Bike]:4 26 (4.0:91.0)[false-City Cargo Bike]:7 17 (7.0:20.0)[true-Van]:24 17 (24.0:34.0)[false-City Cargo Bike]:17 21 (17.0:39.0)[false-City Cargo Bike]:9 15 (9.0:21.0)[false-City Cargo Bike]:12 2 (12.0:16.0)[false-City Cargo Bike]:11 22 (11.0:95.0)[true-Van]:43 6 (43.0:100.0)[false-City Cargo Bike]:18 26 (18.0:61.0)[false-Van]:13 22 (13.0:41.0)[false-City Cargo Bike]:15 20 (15.0:55.0)[false-Van]:2 11 (2.0:60.0)[true-Van]:29 12 (29.0:51.0)[false-City Cargo Bike]:52 6 (52.0:25.0)[false-City Cargo Bike]:39 16 (39.0:74.0)[false-Walker]:46 1 (46.0:75.0)[false-City Cargo Bike]:26 12 (26.0:69.0)[false-City Cargo Bike]:14 25 (14.0:60.0)[false-City Cargo Bike]:53 26 (53.0:85.0)[true-Van]:30 2 (30.0:61.0)[false-City Cargo Bike]:44 10 (44.0:99.0)[false-City Cargo Bike]:6 5 (6.0:86.0)[false-City Cargo Bike]:31 17 (31.0:76.0)[true-Van]:32 16 (32.0:41.0)[false-Van]:33 15 (33.0:35.0)[false-City Cargo Bike]:34 26 (34.0:1.0)[false-City Cargo Bike]:35 12 (35.0:15.0)[false-City Cargo Bike]:21 11 (21.0:65.0)[false-City Cargo Bike]:36 22 (36.0:21.0)[false-Van]:23 21 (23.0:19.0)[false-City Cargo Bike]:25 12 (25.0:36.0)[false-City Cargo Bike]:38 21 (38.0:34.0)[true-Van]:40 2 (40.0:75.0)[false-City Cargo Bike]:27 15 (27.0:61.0)[false-Walker]:60 5 (60.0:94.0)[false-City Cargo Bike]:63 6 (63.0:56.0)[false-City Cargo Bike]:54 17 (54.0:60.0)[false-Van]:16 20 (16.0:71.0)[false-Van]:19 12 (19.0:80.0)[false-Van]:28 21 (28.0:19.0)[false-Van]:58 25 (58.0:40.0)[false-Van]:55 10 (55.0:41.0)[false-Van]:41 6 (41.0:65.0)[false-Van]:50 7 (50.0:71.0)[false-Van]:45 11 (45.0:25.0)[false-Van]:47 63 (47.0:30.0)[false-Van]:48 10 (48.0:21.0)[false-Van]:49 21 (49.0:75.0)[false-Van]:51 1 (51.0:56.0)[false-Van]:56 25 (56.0:6.0)[false-Van]:57 25 (57.0:60.0)[false-Van]:59 16 (59.0:20.0)[false-Van]:61 22 (61.0:31.0)[false-Van]:42 2 (42.0:55.0)[false-Van]:62 17 (62.0:40.0)[false-Van]:,SOL:R:Van:5:3:22:20::R:Van:37:8:10:4::R:Van:7:24:17:9:12::R:Van:11:43:18:13:15::R:Van:2:29:52:39:46:26:14::R:Van:53:30:44:6::R:Van:31:32:33:34:35:21::R:Van:36:23:25::R:Van:38:40:27:60:63:54:16:19::R:Van:28:58:55:41:50:45::R:Van:47:48:49:51::R:Van:56:57:59:61:42::R:Van:62:,53014.59274749351,13.0,265072.96373746754,796778.8912124025,1560.0,795218.8912124025,8074.4820159035135,1151.4749223540014,12851.272438909718,4275.370382862379,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,CrossOver:simple
4:1:1:3,57718.27532115197,4,1,1,3,3 20 (3.0:46.0)[true-Van]:17 21 (17.0:39.0)[false-City Cargo Bike]:37 16 (37.0:79.0)[false-City Cargo Bike]:8 1 (8.0:41.0)[false-City Cargo Bike]:2 11 (2.0:60.0)[false-City Cargo Bike]:32 16 (32.0:41.0)[true-Van]:19 12 (19.0:80.0)[false-City Cargo Bike]:29 12 (29.0:51.0)[false-Van]:27 15 (27.0:61.0)[false-Van]:5 17 (5.0:70.0)[false-Van]:62 17 (62.0:40.0)[true-Van]:61 22 (61.0:31.0)[false-City Cargo Bike]:58 25 (58.0:40.0)[false-Van]:43 6 (43.0:100.0)[false-City Cargo Bike]:44 10 (44.0:99.0)[false-City Cargo Bike]:21 11 (21.0:65.0)[false-City Cargo Bike]:11 22 (11.0:95.0)[true-Van]:26 12 (26.0:69.0)[false-City Cargo Bike]:13 22 (13.0:41.0)[false-City Cargo Bike]:10 16 (10.0:46.0)[false-City Cargo Bike]:12 2 (12.0:16.0)[false-City Cargo Bike]:14 25 (14.0:60.0)[false-City Cargo Bike]:15 20 (15.0:55.0)[true-Van]:39 16 (39.0:74.0)[false-City Cargo Bike]:54 17 (54.0:60.0)[false-City Cargo Bike]:46 1 (46.0:75.0)[false-City Cargo Bike]:40 2 (40.0:75.0)[false-City Cargo Bike]:20 5 (20.0:100.0)[false-Van]:6 5 (6.0:86.0)[false-City Cargo Bike]:7 17 (7.0:20.0)[false-City Cargo Bike]:9 15 (9.0:21.0)[false-City Cargo Bike]:16 20 (16.0:71.0)[false-Van]:18 26 (18.0:61.0)[true-Van]:33 15 (33.0:35.0)[false-Van]:28 21 (28.0:19.0)[false-Van]:53 26 (53.0:85.0)[true-Van]:22 5 (22.0:40.0)[false-Van]:23 21 (23.0:19.0)[false-Van]:24 17 (24.0:34.0)[false-Van]:25 12 (25.0:36.0)[false-Van]:30 2 (30.0:61.0)[false-Walker]:31 17 (31.0:76.0)[true-Van]:34 26 (34.0:1.0)[false-Van]:35 12 (35.0:15.0)[false-Van]:36 22 (36.0:21.0)[false-Van]:38 21 (38.0:34.0)[false-Van]:41 6 (41.0:65.0)[false-Van]:42 2 (42.0:55.0)[false-Van]:45 11 (45.0:25.0)[true-Van]:48 10 (48.0:21.0)[true-Van]:47 63 (47.0:30.0)[false-Van]:49 21 (49.0:75.0)[false-Van]:50 7 (50.0:71.0)[false-Van]:51 1 (51.0:56.0)[false-Van]:52 6 (52.0:25.0)[false-Van]:55 10 (55.0:41.0)[false-Van]:56 25 (56.0:6.0)[false-Van]:57 25 (57.0:60.0)[false-Van]:4 26 (4.0:91.0)[false-City Cargo Bike]:59 16 (59.0:20.0)[false-Van]:60 5 (60.0:94.0)[false-Van]:63 6 (63.0:56.0)[false-Van]:,SOL:R:Van::R:Van:3:17:37:8:2::R:Van:32:19:29:27:5::R:Van:62:61:58:43:44:21::R:Van:11:26:13:10:12:14::R:Van:15:39:54:46:40:20:6:7:9::R:Van:16::R:Van:18:33:28::R:Van:53:22:23:24:25:30::R:Van:31:34:35:36:38::R:Van:41:42::R:Van:45::R:Van:48:47:49::R:Van:50:51:52:55:56:57:4::R:Van:59:60:63:,57718.27532115197,15.0,288591.3766057598,867574.1298172794,1800.0,865774.1298172794,7676.587082917021,NaN,13993.131126085153,4654.699622673545,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,CrossOver:simple
4:1:1:4,71263.92601543055,4,1,1,4,5 17 (5.0:70.0)[false-Van]:3 20 (3.0:46.0)[false-Walker]:22 5 (22.0:40.0)[false-Van]:20 5 (20.0:100.0)[false-City Cargo Bike]:37 16 (37.0:79.0)[true-Van]:8 1 (8.0:41.0)[false-City Cargo Bike]:10 16 (10.0:46.0)[false-City Cargo Bike]:4 26 (4.0:91.0)[false-City Cargo Bike]:7 17 (7.0:20.0)[true-Van]:24 17 (24.0:34.0)[false-City Cargo Bike]:17 21 (17.0:39.0)[false-City Cargo Bike]:9 15 (9.0:21.0)[false-City Cargo Bike]:12 2 (12.0:16.0)[false-City Cargo Bike]:11 22 (11.0:95.0)[true-Van]:43 6 (43.0:100.0)[false-City Cargo Bike]:18 26 (18.0:61.0)[false-Van]:13 22 (13.0:41.0)[false-City Cargo Bike]:15 20 (15.0:55.0)[false-Van]:2 11 (2.0:60.0)[true-Van]:29 12 (29.0:51.0)[false-City Cargo Bike]:52 6 (52.0:25.0)[false-City Cargo Bike]:39 16 (39.0:74.0)[false-Walker]:46 1 (46.0:75.0)[false-City Cargo Bike]:26 12 (26.0:69.0)[false-City Cargo Bike]:14 25 (14.0:60.0)[false-City Cargo Bike]:53 26 (53.0:85.0)[true-Van]:30 2 (30.0:61.0)[false-City Cargo Bike]:44 10 (44.0:99.0)[false-City Cargo Bike]:6 5 (6.0:86.0)[false-City Cargo Bike]:31 17 (31.0:76.0)[true-Van]:32 16 (32.0:41.0)[false-Van]:33 15 (33.0:35.0)[false-City Cargo Bike]:34 26 (34.0:1.0)[false-City Cargo Bike]:35 12 (35.0:15.0)[false-City Cargo Bike]:21 11 (21.0:65.0)[false-City Cargo Bike]:36 22 (36.0:21.0)[false-Van]:23 21 (23.0:19.0)[false-City Cargo Bike]:51 1 (51.0:56.0)[false-City Cargo Bike]:25 12 (25.0:36.0)[false-City Cargo Bike]:28 21 (28.0:19.0)[false-City Cargo Bike]:49 21 (49.0:75.0)[false-City Cargo Bike]:48 10 (48.0:21.0)[true-Van]:38 21 (38.0:34.0)[false-City Cargo Bike]:40 2 (40.0:75.0)[false-City Cargo Bike]:41 6 (41.0:65.0)[false-City Cargo Bike]:42 2 (42.0:55.0)[true-Van]:16 20 (16.0:71.0)[false-Van]:47 63 (47.0:30.0)[true-Van]:50 7 (50.0:71.0)[false-City Cargo Bike]:54 17 (54.0:60.0)[false-Van]:19 12 (19.0:80.0)[false-City Cargo Bike]:55 10 (55.0:41.0)[true-Van]:61 22 (61.0:31.0)[false-Van]:57 25 (57.0:60.0)[true-Van]:27 15 (27.0:61.0)[true-Van]:45 11 (45.0:25.0)[false-City Cargo Bike]:63 6 (63.0:56.0)[false-City Cargo Bike]:62 17 (62.0:40.0)[false-City Cargo Bike]:56 25 (56.0:6.0)[true-Van]:58 25 (58.0:40.0)[true-Van]:59 16 (59.0:20.0)[false-City Cargo Bike]:60 5 (60.0:94.0)[false-City Cargo Bike]:,SOL:R:Van:5:3:22:20::R:Van:37:8:10:4::R:Van:7:24:17:9:12::R:Van:11:43:18:13:15::R:Van:2:29:52:39:46:26:14::R:Van:53:30:44:6::R:Van:31:32:33:34:35:21::R:Van:36:23:51:25:28:49::R:Van:48:38:40:41::R:Van:42:16::R:Van:47:50:54:19::R:Van:55:61::R:Van:57::R:Van:27:45:63:62::R:Van:56::R:Van:58:59:60:,71263.92601543055,16.0,356319.6300771528,1070878.8902314582,1920.0,1068958.8902314582,7702.674379600372,1295.2249187981424,17272.24016502352,5747.090807696013,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,CrossOver:simple
4:1:2:0,-1.0,4,1,2,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
4:1:2:1,-1.0,4,1,2,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
4:1:2:2,53019.4589212182,4,1,2,2,32 16 (32.0:41.0)[true-Van]:27 15 (27.0:61.0)[false-Van]:61 22 (61.0:31.0)[false-City Cargo Bike]:58 25 (58.0:40.0)[false-Van]:44 10 (44.0:99.0)[false-City Cargo Bike]:10 16 (10.0:46.0)[true-Van]:2 11 (2.0:60.0)[true-Van]:9 15 (9.0:21.0)[true-Van]:12 2 (12.0:16.0)[false-City Cargo Bike]:37 16 (37.0:79.0)[false-City Cargo Bike]:30 2 (30.0:61.0)[false-Walker]:31 17 (31.0:76.0)[false-Walker]:4 26 (4.0:91.0)[true-Van]:40 2 (40.0:75.0)[false-City Cargo Bike]:3 20 (3.0:46.0)[false-City Cargo Bike]:43 6 (43.0:100.0)[false-City Cargo Bike]:5 17 (5.0:70.0)[false-City Cargo Bike]:11 22 (11.0:95.0)[true-Van]:8 1 (8.0:41.0)[true-Van]:7 17 (7.0:20.0)[false-Van]:13 22 (13.0:41.0)[false-City Cargo Bike]:14 25 (14.0:60.0)[true-Van]:15 20 (15.0:55.0)[false-City Cargo Bike]:6 5 (6.0:86.0)[false-Van]:34 26 (34.0:1.0)[true-Van]:49 21 (49.0:75.0)[true-Van]:41 6 (41.0:65.0)[true-Van]:46 1 (46.0:75.0)[false-City Cargo Bike]:47 63 (47.0:30.0)[false-Walker]:51 1 (51.0:56.0)[false-Van]:18 26 (18.0:61.0)[false-City Cargo Bike]:29 12 (29.0:51.0)[false-Van]:17 21 (17.0:39.0)[false-Van]:55 10 (55.0:41.0)[false-City Cargo Bike]:57 25 (57.0:60.0)[false-City Cargo Bike]:16 20 (16.0:71.0)[false-City Cargo Bike]:23 21 (23.0:19.0)[false-Van]:48 10 (48.0:21.0)[false-Van]:36 22 (36.0:21.0)[false-Walker]:25 12 (25.0:36.0)[false-Van]:21 11 (21.0:65.0)[false-Van]:28 21 (28.0:19.0)[true-Van]:35 12 (35.0:15.0)[false-City Cargo Bike]:52 6 (52.0:25.0)[false-City Cargo Bike]:62 17 (62.0:40.0)[false-Van]:56 25 (56.0:6.0)[false-City Cargo Bike]:20 5 (20.0:100.0)[false-City Cargo Bike]:26 12 (26.0:69.0)[false-Van]:24 17 (24.0:34.0)[false-Van]:38 21 (38.0:34.0)[false-Van]:39 16 (39.0:74.0)[false-City Cargo Bike]:33 15 (33.0:35.0)[false-City Cargo Bike]:54 17 (54.0:60.0)[false-Van]:19 12 (19.0:80.0)[false-Van]:22 5 (22.0:40.0)[false-Van]:45 11 (45.0:25.0)[false-Van]:50 7 (50.0:71.0)[false-Van]:53 26 (53.0:85.0)[false-Van]:59 16 (59.0:20.0)[false-Van]:60 5 (60.0:94.0)[false-Van]:63 6 (63.0:56.0)[false-City Cargo Bike]:42 2 (42.0:55.0)[false-Van]:,SOL:R:Van::R:Van:32:27:61:58:44::R:Van:10::R:Van:2::R:Van:9:12:37:30:31::R:Van:4:40:3:43:5::R:Van:11::R:Van:8:7:13::R:Van:14:15:6::R:Van:34::R:Van:49::R:Van:41:46:47:51:18::R:Van:29:17:55:57:16::R:Van:23:48:36:25:21::R:Van:28:35:52:62:56:20:26::R:Van:24:38:39:33:54:19::R:Van:22:45:50:53:59:60:63:42:,53019.4589212182,17.0,265097.294606091,797331.883818273,2040.0,795291.883818273,8262.417829634845,NaN,12860.191674488273,4275.762816227274,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,AddRoute:LargeVan:simple
4:1:2:3,57764.74192916047,4,1,2,3,32 16 (32.0:41.0)[true-Van]:36 22 (36.0:21.0)[false-City Cargo Bike]:61 22 (61.0:31.0)[false-City Cargo Bike]:58 25 (58.0:40.0)[false-Van]:2 11 (2.0:60.0)[false-City Cargo Bike]:5 17 (5.0:70.0)[true-Van]:47 63 (47.0:30.0)[true-Van]:31 17 (31.0:76.0)[false-City Cargo Bike]:4 26 (4.0:91.0)[true-Van]:7 17 (7.0:20.0)[true-Van]:29 12 (29.0:51.0)[false-City Cargo Bike]:17 21 (17.0:39.0)[false-City Cargo Bike]:12 2 (12.0:16.0)[false-City Cargo Bike]:9 15 (9.0:21.0)[false-City Cargo Bike]:8 1 (8.0:41.0)[false-City Cargo Bike]:16 20 (16.0:71.0)[false-Van]:10 16 (10.0:46.0)[true-Van]:48 10 (48.0:21.0)[false-City Cargo Bike]:56 25 (56.0:6.0)[false-City Cargo Bike]:18 26 (18.0:61.0)[false-City Cargo Bike]:19 12 (19.0:80.0)[false-City Cargo Bike]:3 20 (3.0:46.0)[true-Van]:11 22 (11.0:95.0)[true-Van]:6 5 (6.0:86.0)[true-Van]:22 5 (22.0:40.0)[true-Van]:23 21 (23.0:19.0)[false-City Cargo Bike]:24 17 (24.0:34.0)[false-City Cargo Bike]:25 12 (25.0:36.0)[false-City Cargo Bike]:26 12 (26.0:69.0)[false-City Cargo Bike]:27 15 (27.0:61.0)[true-Van]:33 15 (33.0:35.0)[true-Van]:34 26 (34.0:1.0)[false-City Cargo Bike]:35 12 (35.0:15.0)[false-City Cargo Bike]:21 11 (21.0:65.0)[false-City Cargo Bike]:39 16 (39.0:74.0)[true-Van]:41 6 (41.0:65.0)[false-City Cargo Bike]:40 2 (40.0:75.0)[false-City Cargo Bike]:42 2 (42.0:55.0)[false-City Cargo Bike]:43 6 (43.0:100.0)[false-City Cargo Bike]:44 10 (44.0:99.0)[false-City Cargo Bike]:63 6 (63.0:56.0)[false-City Cargo Bike]:45 11 (45.0:25.0)[false-City Cargo Bike]:38 21 (38.0:34.0)[false-City Cargo Bike]:37 16 (37.0:79.0)[false-City Cargo Bike]:46 1 (46.0:75.0)[true-Van]:49 21 (49.0:75.0)[false-City Cargo Bike]:50 7 (50.0:71.0)[false-City Cargo Bike]:14 25 (14.0:60.0)[false-City Cargo Bike]:13 22 (13.0:41.0)[false-City Cargo Bike]:20 5 (20.0:100.0)[false-City Cargo Bike]:15 20 (15.0:55.0)[true-Van]:28 21 (28.0:19.0)[true-Van]:51 1 (51.0:56.0)[false-City Cargo Bike]:30 2 (30.0:61.0)[false-City Cargo Bike]:52 6 (52.0:25.0)[false-City Cargo Bike]:53 26 (53.0:85.0)[true-Van]:54 17 (54.0:60.0)[false-Van]:55 10 (55.0:41.0)[false-Van]:62 17 (62.0:40.0)[false-Van]:57 25 (57.0:60.0)[false-Van]:59 16 (59.0:20.0)[false-Van]:60 5 (60.0:94.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:32:36:61:58:2::R:Van:5::R:Van:47:31::R:Van:4::R:Van:7:29:17:12:9:8:16::R:Van:10:48:56:18:19::R:Van:3::R:Van:11::R:Van:6::R:Van:22:23:24:25:26::R:Van:27::R:Van:33:34:35:21::R:Van:39:41:40:42:43:44:63:45:38:37::R:Van:46:49:50:14:13:20::R:Van:15::R:Van:28:51:30:52::R:Van:53:54:55:62:57::R:Van:59:60:,57764.74192916047,19.0,288823.7096458024,868751.1289374072,2280.0,866471.1289374072,7535.49640913848,NaN,14012.114982861405,4658.446929771007,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,CrossOver:simple
