Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,,source
3:2:3:4,184375.65039942443,3,2,3,4,2 12 (2.0:35.0)[true-Van]:3 24 (3.0:93.0)[true-Van]:42 13 (42.0:83.0)[false-City Cargo Bike]:17 12 (17.0:83.0)[false-City Cargo Bike]:58 4 (58.0:15.0)[false-City Cargo Bike]:19 7 (19.0:47.0)[false-City Cargo Bike]:5 7 (5.0:51.0)[true-Van]:26 17 (26.0:59.0)[true-Van]:4 16 (4.0:53.0)[false-City Cargo Bike]:18 23 (18.0:17.0)[false-City Cargo Bike]:32 24 (32.0:1.0)[true-Van]:11 17 (11.0:79.0)[false-City Cargo Bike]:41 14 (41.0:93.0)[false-City Cargo Bike]:12 2 (12.0:9.0)[false-City Cargo Bike]:46 2 (46.0:63.0)[true-City Cargo Bike]:40 6 (40.0:9.0)[false-City Cargo Bike]:20 1 (20.0:57.0)[false-City Cargo Bike]:8 10 (8.0:9.0)[true-Van]:13 11 (13.0:39.0)[true-Van]:64 23 (64.0:9.0)[true-Van]:16 11 (16.0:27.0)[false-City Cargo Bike]:14 9 (14.0:47.0)[true-Van]:50 13 (50.0:37.0)[true-Van]:59 19 (59.0:91.0)[false-Van]:39 8 (39.0:97.0)[false-City Cargo Bike]:57 24 (57.0:77.0)[false-City Cargo Bike]:43 5 (43.0:95.0)[false-Van]:6 9 (6.0:51.0)[false-Walker]:15 12 (15.0:33.0)[false-City Cargo Bike]:62 2 (62.0:93.0)[false-City Cargo Bike]:52 6 (52.0:15.0)[false-City Cargo Bike]:61 23 (61.0:67.0)[false-City Cargo Bike]:65 14 (65.0:3.0)[false-City Cargo Bike]:60 14 (60.0:79.0)[false-Van]:9 18 (9.0:75.0)[false-City Cargo Bike]:10 26 (10.0:15.0)[false-City Cargo Bike]:33 2 (33.0:77.0)[false-City Cargo Bike]:53 6 (53.0:69.0)[false-Van]:47 8 (47.0:3.0)[false-Van]:51 10 (51.0:75.0)[false-Van]:56 20 (56.0:49.0)[false-Van]:27 2 (27.0:1.0)[false-Van]:21 26 (21.0:87.0)[false-Walker]:22 10 (22.0:55.0)[false-City Cargo Bike]:25 21 (25.0:67.0)[false-Van]:28 15 (28.0:33.0)[false-Van]:29 16 (29.0:25.0)[false-Van]:30 14 (30.0:45.0)[false-Van]:38 15 (38.0:63.0)[false-City Cargo Bike]:34 12 (34.0:35.0)[false-Van]:63 16 (63.0:25.0)[false-Van]:31 23 (31.0:63.0)[false-Van]:35 18 (35.0:9.0)[false-Van]:7 20 (7.0:1.0)[false-Van]:36 5 (36.0:61.0)[false-Walker]:37 19 (37.0:59.0)[false-Van]:44 24 (44.0:31.0)[false-Van]:45 25 (45.0:77.0)[false-Van]:48 14 (48.0:11.0)[false-Walker]:24 22 (24.0:21.0)[false-City Cargo Bike]:54 24 (54.0:69.0)[false-City Cargo Bike]:49 2 (49.0:7.0)[false-Van]:55 21 (55.0:5.0)[false-Van]:23 9 (23.0:21.0)[false-Van]:,SOL:R:Van:2:59:43:60:53:47:51:56:27:49::R:Van:3:25:28:29:30:23::R:City Cargo Bike:42::R:City Cargo Bike:17::R:City Cargo Bike:58:12:20:62::R:City Cargo Bike:19:33::R:Van:5:34:63:31:35:7::R:Van:26:37:44:45::R:City Cargo Bike:4::R:City Cargo Bike:18::R:Van:32:55::R:City Cargo Bike:11::R:City Cargo Bike:41::R:City Cargo Bike:46:40::R:Van:8::R:Van:13::R:Van:64::R:City Cargo Bike:16::R:Van:14::R:Van:50::R:City Cargo Bike:39::R:City Cargo Bike:57::R:Walker:6::R:City Cargo Bike:15::R:City Cargo Bike:52::R:City Cargo Bike:61::R:City Cargo Bike:65::R:City Cargo Bike:9::R:City Cargo Bike:10::R:Walker:21::R:City Cargo Bike:22::R:City Cargo Bike:38::R:Walker:36::R:Walker:48::R:City Cargo Bike:24::R:City Cargo Bike:54:,184375.65039942443,36.0,218283.81292472064,938789.2144031225,2500.0,936289.2144031225,11079.965230421994,2497.949728611595,14668.58147504879,3410.68457694876,28.0,11.0,0.0,61.0,52.0,6.0,0.0,42.0,24.0,11.0,0.0,65.0,56.0,6.0,0.0,38.0,CrossOver:advanced
3:2:4:0,-1.0,3,2,4,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
3:2:4:1,-1.0,3,2,4,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
3:2:4:2,-1.0,3,2,4,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
3:2:4:3,144691.3684263852,3,2,4,3,8 10 (8.0:9.0)[true-Van]:2 12 (2.0:35.0)[true-Van]:12 2 (12.0:9.0)[true-Van]:35 18 (35.0:9.0)[true-Van]:3 24 (3.0:93.0)[false-City Cargo Bike]:60 14 (60.0:79.0)[false-Van]:61 23 (61.0:67.0)[false-City Cargo Bike]:6 9 (6.0:51.0)[false-City Cargo Bike]:19 7 (19.0:47.0)[true-Van]:64 23 (64.0:9.0)[false-City Cargo Bike]:10 26 (10.0:15.0)[false-City Cargo Bike]:11 17 (11.0:79.0)[true-Van]:17 12 (17.0:83.0)[false-City Cargo Bike]:14 9 (14.0:47.0)[false-City Cargo Bike]:15 12 (15.0:33.0)[true-Van]:45 25 (45.0:77.0)[true-City Cargo Bike]:24 22 (24.0:21.0)[false-City Cargo Bike]:50 13 (50.0:37.0)[false-City Cargo Bike]:40 6 (40.0:9.0)[false-City Cargo Bike]:20 1 (20.0:57.0)[false-City Cargo Bike]:23 9 (23.0:21.0)[false-City Cargo Bike]:25 21 (25.0:67.0)[false-City Cargo Bike]:29 16 (29.0:25.0)[true-Van]:34 12 (34.0:35.0)[true-Van]:62 2 (62.0:93.0)[false-City Cargo Bike]:58 4 (58.0:15.0)[false-City Cargo Bike]:4 16 (4.0:53.0)[false-Van]:22 10 (22.0:55.0)[true-Walker]:43 5 (43.0:95.0)[true-Van]:44 24 (44.0:31.0)[false-City Cargo Bike]:53 6 (53.0:69.0)[false-Van]:27 2 (27.0:1.0)[false-City Cargo Bike]:33 2 (33.0:77.0)[false-City Cargo Bike]:5 7 (5.0:51.0)[false-City Cargo Bike]:55 21 (55.0:5.0)[true-Van]:37 19 (37.0:59.0)[false-City Cargo Bike]:47 8 (47.0:3.0)[false-Van]:28 15 (28.0:33.0)[false-City Cargo Bike]:30 14 (30.0:45.0)[true-Van]:49 2 (49.0:7.0)[true-Van]:31 23 (31.0:63.0)[false-City Cargo Bike]:36 5 (36.0:61.0)[false-City Cargo Bike]:52 6 (52.0:15.0)[false-Van]:41 14 (41.0:93.0)[false-City Cargo Bike]:39 8 (39.0:97.0)[false-City Cargo Bike]:42 13 (42.0:83.0)[false-City Cargo Bike]:16 11 (16.0:27.0)[false-City Cargo Bike]:7 20 (7.0:1.0)[false-City Cargo Bike]:9 18 (9.0:75.0)[false-City Cargo Bike]:13 11 (13.0:39.0)[false-City Cargo Bike]:18 23 (18.0:17.0)[false-City Cargo Bike]:26 17 (26.0:59.0)[false-City Cargo Bike]:32 24 (32.0:1.0)[true-City Cargo Bike]:21 26 (21.0:87.0)[false-City Cargo Bike]:38 15 (38.0:63.0)[false-City Cargo Bike]:46 2 (46.0:63.0)[false-City Cargo Bike]:51 10 (51.0:75.0)[false-City Cargo Bike]:54 24 (54.0:69.0)[false-City Cargo Bike]:56 20 (56.0:49.0)[false-City Cargo Bike]:57 24 (57.0:77.0)[false-City Cargo Bike]:48 14 (48.0:11.0)[false-City Cargo Bike]:59 19 (59.0:91.0)[false-Van]:63 16 (63.0:25.0)[false-Van]:65 14 (65.0:3.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:8::R:Van:2::R:Van:12::R:Van:35:3:60:61:6::R:Van:19:64:10::R:Van:11:17:14::R:Van:15::R:City Cargo Bike:45::R:City Cargo Bike:24::R:City Cargo Bike:50::R:City Cargo Bike:40:20::R:City Cargo Bike:23::R:City Cargo Bike:25::R:Van:29::R:Van:34:62:58:4::R:Walker:22::R:Van:43:44:53:27:33:5::R:Van:55:37:47:28::R:Van:30::R:Van:49:31:36:52:41:39:42:16::R:City Cargo Bike:7::R:City Cargo Bike:9::R:City Cargo Bike:13::R:City Cargo Bike:18::R:City Cargo Bike:26::R:City Cargo Bike:32::R:City Cargo Bike:21::R:City Cargo Bike:38::R:City Cargo Bike:46::R:City Cargo Bike:51::R:City Cargo Bike:54::R:City Cargo Bike:56::R:City Cargo Bike:57::R:City Cargo Bike:48::R:Van:59:63:65:,144691.3684263852,36.0,196998.20803894487,804428.0777540272,2850.0,801578.0777540272,11263.183591035335,NaN,12569.188714906675,3078.0970006085136,42.0,3.0,0.0,56.0,66.0,2.0,0.0,33.0,27.0,3.0,0.0,70.0,60.0,1.0,0.0,39.0,CrossOver:simple
3:2:4:4,199234.16139156435,3,2,4,4,2 12 (2.0:35.0)[true-Van]:3 24 (3.0:93.0)[false-City Cargo Bike]:56 20 (56.0:49.0)[false-Van]:4 16 (4.0:53.0)[false-City Cargo Bike]:27 2 (27.0:1.0)[false-City Cargo Bike]:6 9 (6.0:51.0)[false-City Cargo Bike]:7 20 (7.0:1.0)[false-City Cargo Bike]:10 26 (10.0:15.0)[true-Van]:11 17 (11.0:79.0)[false-City Cargo Bike]:32 24 (32.0:1.0)[true-City Cargo Bike]:13 11 (13.0:39.0)[false-City Cargo Bike]:58 4 (58.0:15.0)[false-City Cargo Bike]:24 22 (24.0:21.0)[false-City Cargo Bike]:15 12 (15.0:33.0)[false-City Cargo Bike]:16 11 (16.0:27.0)[false-City Cargo Bike]:17 12 (17.0:83.0)[false-City Cargo Bike]:18 23 (18.0:17.0)[false-City Cargo Bike]:19 7 (19.0:47.0)[false-City Cargo Bike]:39 8 (39.0:97.0)[false-City Cargo Bike]:20 1 (20.0:57.0)[false-City Cargo Bike]:21 26 (21.0:87.0)[false-City Cargo Bike]:22 10 (22.0:55.0)[false-City Cargo Bike]:25 21 (25.0:67.0)[false-City Cargo Bike]:26 17 (26.0:59.0)[false-City Cargo Bike]:5 7 (5.0:51.0)[false-City Cargo Bike]:30 14 (30.0:45.0)[false-City Cargo Bike]:33 2 (33.0:77.0)[false-City Cargo Bike]:31 23 (31.0:63.0)[false-City Cargo Bike]:34 12 (34.0:35.0)[false-City Cargo Bike]:35 18 (35.0:9.0)[false-City Cargo Bike]:8 10 (8.0:9.0)[false-City Cargo Bike]:43 5 (43.0:95.0)[false-City Cargo Bike]:36 5 (36.0:61.0)[false-City Cargo Bike]:9 18 (9.0:75.0)[false-City Cargo Bike]:37 19 (37.0:59.0)[false-City Cargo Bike]:38 15 (38.0:63.0)[false-City Cargo Bike]:40 6 (40.0:9.0)[false-City Cargo Bike]:44 24 (44.0:31.0)[false-City Cargo Bike]:62 2 (62.0:93.0)[false-City Cargo Bike]:53 6 (53.0:69.0)[false-Van]:42 13 (42.0:83.0)[false-City Cargo Bike]:41 14 (41.0:93.0)[false-City Cargo Bike]:12 2 (12.0:9.0)[false-City Cargo Bike]:46 2 (46.0:63.0)[true-City Cargo Bike]:64 23 (64.0:9.0)[true-Van]:14 9 (14.0:47.0)[true-Van]:50 13 (50.0:37.0)[true-Van]:59 19 (59.0:91.0)[false-Van]:57 24 (57.0:77.0)[false-City Cargo Bike]:61 23 (61.0:67.0)[false-City Cargo Bike]:51 10 (51.0:75.0)[false-City Cargo Bike]:49 2 (49.0:7.0)[false-City Cargo Bike]:47 8 (47.0:3.0)[false-City Cargo Bike]:28 15 (28.0:33.0)[true-Van]:55 21 (55.0:5.0)[true-Van]:54 24 (54.0:69.0)[true-Van]:48 14 (48.0:11.0)[false-City Cargo Bike]:65 14 (65.0:3.0)[false-City Cargo Bike]:52 6 (52.0:15.0)[false-City Cargo Bike]:29 16 (29.0:25.0)[false-City Cargo Bike]:63 16 (63.0:25.0)[false-Van]:45 25 (45.0:77.0)[false-City Cargo Bike]:60 14 (60.0:79.0)[false-Van]:23 9 (23.0:21.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2:3:56:4:27:6::R:City Cargo Bike:7::R:Van:10:11::R:City Cargo Bike:32::R:City Cargo Bike:13::R:City Cargo Bike:58::R:City Cargo Bike:24::R:City Cargo Bike:15::R:City Cargo Bike:16::R:City Cargo Bike:17::R:City Cargo Bike:18::R:City Cargo Bike:19::R:City Cargo Bike:39:20::R:City Cargo Bike:21::R:City Cargo Bike:22::R:City Cargo Bike:25::R:City Cargo Bike:26::R:City Cargo Bike:5::R:City Cargo Bike:30::R:City Cargo Bike:33::R:City Cargo Bike:31::R:City Cargo Bike:34::R:City Cargo Bike:35::R:City Cargo Bike:8::R:City Cargo Bike:43:36::R:City Cargo Bike:9::R:City Cargo Bike:37::R:City Cargo Bike:38::R:City Cargo Bike:40::R:City Cargo Bike:44::R:City Cargo Bike:62:53::R:City Cargo Bike:42::R:City Cargo Bike:41::R:City Cargo Bike:12::R:City Cargo Bike:46::R:Van:64::R:Van:14::R:Van:50:59:57:61:51:49:47::R:Van:28::R:Van:55::R:Van:54:48:65:52:29:63::R:City Cargo Bike:45::R:Van:60:23:,199234.16139156435,44.0,216357.36615246895,963897.4747795481,2900.0,960997.4747795481,10758.936232686156,NaN,15060.89804343044,3380.5838461323274,23.0,0.0,0.0,77.0,42.0,0.0,0.0,58.0,22.0,0.0,0.0,78.0,46.0,0.0,0.0,54.0,CrossOver:simple
3:3:0:0,-1.0,3,3,0,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
3:3:0:1,32979.9721238131,3,3,0,1,2 12 (2.0:35.0)[false-Van]:39 8 (39.0:97.0)[false-City Cargo Bike]:57 24 (57.0:77.0)[false-City Cargo Bike]:41 14 (41.0:93.0)[false-City Cargo Bike]:3 24 (3.0:93.0)[false-Van]:8 10 (8.0:9.0)[false-Walker]:4 16 (4.0:53.0)[false-Van]:17 12 (17.0:83.0)[false-Van]:43 5 (43.0:95.0)[false-Van]:6 9 (6.0:51.0)[false-Walker]:15 12 (15.0:33.0)[false-City Cargo Bike]:5 7 (5.0:51.0)[true-Van]:62 2 (62.0:93.0)[false-City Cargo Bike]:52 6 (52.0:15.0)[false-City Cargo Bike]:61 23 (61.0:67.0)[false-City Cargo Bike]:65 14 (65.0:3.0)[false-City Cargo Bike]:51 10 (51.0:75.0)[false-Van]:32 24 (32.0:1.0)[false-Van]:33 2 (33.0:77.0)[false-City Cargo Bike]:16 11 (16.0:27.0)[false-City Cargo Bike]:56 20 (56.0:49.0)[false-Van]:60 14 (60.0:79.0)[false-Van]:9 18 (9.0:75.0)[false-City Cargo Bike]:10 26 (10.0:15.0)[false-City Cargo Bike]:11 17 (11.0:79.0)[true-Van]:53 6 (53.0:69.0)[false-Van]:47 8 (47.0:3.0)[false-Van]:40 6 (40.0:9.0)[false-Van]:27 2 (27.0:1.0)[false-Van]:42 13 (42.0:83.0)[true-Van]:21 26 (21.0:87.0)[false-Walker]:64 23 (64.0:9.0)[false-City Cargo Bike]:22 10 (22.0:55.0)[false-City Cargo Bike]:18 23 (18.0:17.0)[false-Walker]:25 21 (25.0:67.0)[false-Van]:26 17 (26.0:59.0)[false-Van]:28 15 (28.0:33.0)[false-Van]:29 16 (29.0:25.0)[false-Van]:30 14 (30.0:45.0)[false-Van]:38 15 (38.0:63.0)[false-City Cargo Bike]:34 12 (34.0:35.0)[false-Van]:63 16 (63.0:25.0)[false-Van]:31 23 (31.0:63.0)[false-Van]:14 9 (14.0:47.0)[false-City Cargo Bike]:13 11 (13.0:39.0)[false-Walker]:35 18 (35.0:9.0)[false-Van]:7 20 (7.0:1.0)[false-Van]:36 5 (36.0:61.0)[false-Walker]:37 19 (37.0:59.0)[false-Van]:19 7 (19.0:47.0)[false-Van]:20 1 (20.0:57.0)[true-Van]:44 24 (44.0:31.0)[false-Van]:45 25 (45.0:77.0)[false-Van]:46 2 (46.0:63.0)[false-Van]:48 14 (48.0:11.0)[false-Walker]:12 2 (12.0:9.0)[false-City Cargo Bike]:50 13 (50.0:37.0)[true-Van]:24 22 (24.0:21.0)[false-City Cargo Bike]:59 19 (59.0:91.0)[true-Van]:54 24 (54.0:69.0)[false-City Cargo Bike]:58 4 (58.0:15.0)[false-Van]:49 2 (49.0:7.0)[false-Van]:55 21 (55.0:5.0)[false-Van]:23 9 (23.0:21.0)[false-Van]:,SOL:R:Van:2:39:57:41:3:8::R:Van:4:17:43:6:15::R:Van:5:62:52:61:65:51:32:33:16::R:Van:56:60:9:10::R:Van:11:53:47:40:27::R:Van:42:21:64:22:18::R:Van:25:26:28:29:30:38::R:Van:34:63:31:14:13:35::R:Van:7:36:37:19::R:Van:20:44:45:46:48:12::R:Van:50:24::R:Van:59:54:58:49:55:23:,32979.9721238131,12.0,164899.8606190655,496139.5818571966,1440.0,494699.5818571966,14610.743444209438,1286.1230445652775,7752.180966518697,2576.5603221728984,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,DelRoute:LargeVan:simple
3:3:0:2,39585.700539187186,3,3,0,2,14 9 (14.0:47.0)[false-Van]:3 24 (3.0:93.0)[false-City Cargo Bike]:4 16 (4.0:53.0)[false-City Cargo Bike]:26 17 (26.0:59.0)[true-Van]:34 12 (34.0:35.0)[false-Van]:5 7 (5.0:51.0)[false-City Cargo Bike]:7 20 (7.0:1.0)[false-City Cargo Bike]:11 17 (11.0:79.0)[true-Van]:22 10 (22.0:55.0)[false-City Cargo Bike]:52 6 (52.0:15.0)[false-Walker]:45 25 (45.0:77.0)[false-City Cargo Bike]:54 24 (54.0:69.0)[false-City Cargo Bike]:13 11 (13.0:39.0)[false-City Cargo Bike]:43 5 (43.0:95.0)[false-Van]:9 18 (9.0:75.0)[false-Van]:62 2 (62.0:93.0)[false-City Cargo Bike]:61 23 (61.0:67.0)[false-City Cargo Bike]:31 23 (31.0:63.0)[false-City Cargo Bike]:16 11 (16.0:27.0)[false-City Cargo Bike]:21 26 (21.0:87.0)[true-Van]:23 9 (23.0:21.0)[false-City Cargo Bike]:15 12 (15.0:33.0)[false-City Cargo Bike]:55 21 (55.0:5.0)[false-City Cargo Bike]:24 22 (24.0:21.0)[false-City Cargo Bike]:10 26 (10.0:15.0)[false-Van]:17 12 (17.0:83.0)[false-Van]:50 13 (50.0:37.0)[true-Van]:19 7 (19.0:47.0)[false-City Cargo Bike]:53 6 (53.0:69.0)[false-City Cargo Bike]:63 16 (63.0:25.0)[false-City Cargo Bike]:48 14 (48.0:11.0)[false-City Cargo Bike]:40 6 (40.0:9.0)[false-City Cargo Bike]:65 14 (65.0:3.0)[false-City Cargo Bike]:18 23 (18.0:17.0)[false-City Cargo Bike]:20 1 (20.0:57.0)[true-Van]:33 2 (33.0:77.0)[false-City Cargo Bike]:6 9 (6.0:51.0)[false-City Cargo Bike]:64 23 (64.0:9.0)[false-Van]:59 19 (59.0:91.0)[false-Van]:47 8 (47.0:3.0)[false-Van]:41 14 (41.0:93.0)[false-City Cargo Bike]:27 2 (27.0:1.0)[false-City Cargo Bike]:12 2 (12.0:9.0)[false-City Cargo Bike]:58 4 (58.0:15.0)[true-Van]:49 2 (49.0:7.0)[false-City Cargo Bike]:42 13 (42.0:83.0)[false-Van]:25 21 (25.0:67.0)[false-Van]:32 24 (32.0:1.0)[false-City Cargo Bike]:56 20 (56.0:49.0)[false-Van]:29 16 (29.0:25.0)[false-Van]:28 15 (28.0:33.0)[false-Van]:38 15 (38.0:63.0)[false-Walker]:37 19 (37.0:59.0)[false-City Cargo Bike]:60 14 (60.0:79.0)[false-City Cargo Bike]:46 2 (46.0:63.0)[false-City Cargo Bike]:30 14 (30.0:45.0)[false-City Cargo Bike]:35 18 (35.0:9.0)[false-City Cargo Bike]:2 12 (2.0:35.0)[false-Van]:39 8 (39.0:97.0)[true-Van]:51 10 (51.0:75.0)[false-City Cargo Bike]:44 24 (44.0:31.0)[false-City Cargo Bike]:36 5 (36.0:61.0)[false-City Cargo Bike]:57 24 (57.0:77.0)[false-City Cargo Bike]:8 10 (8.0:9.0)[false-City Cargo Bike]:,SOL:R:Van:14:3:4::R:Van:26:34:5:7::R:Van:11:22:52:45:54:13:43::R:Van:9:62:61:31:16::R:Van:21:23:15:55:24::R:Van:10:17::R:Van:50:19:53:63:48:40:65:18::R:Van:20:33:6:64:59:47:41:27:12::R:Van:58:49:42:25:32:56:29::R:Van:28:38:37:60:46:30:35::R:Van:2::R:Van:39:51:44:36:57:8:,39585.700539187186,12.0,197928.50269593595,595225.5080878079,1440.0,593785.5080878079,14805.424185990816,1295.794405495243,9300.398563871999,3092.6328546239993,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RndSwap:simple
3:3:0:3,96979.04130878241,3,3,0,3,2 12 (2.0:35.0)[false-Van]:3 24 (3.0:93.0)[false-Van]:4 16 (4.0:53.0)[false-Van]:5 7 (5.0:51.0)[false-Van]:6 9 (6.0:51.0)[false-Van]:7 20 (7.0:1.0)[false-Van]:20 1 (20.0:57.0)[false-Van]:8 10 (8.0:9.0)[false-Van]:9 18 (9.0:75.0)[true-Walker]:10 26 (10.0:15.0)[false-Van]:13 11 (13.0:39.0)[false-Van]:14 9 (14.0:47.0)[false-Van]:15 12 (15.0:33.0)[false-Van]:16 11 (16.0:27.0)[false-Van]:17 12 (17.0:83.0)[false-Van]:18 23 (18.0:17.0)[false-Van]:19 7 (19.0:47.0)[true-Walker]:21 26 (21.0:87.0)[false-Van]:12 2 (12.0:9.0)[false-Van]:22 10 (22.0:55.0)[false-Van]:23 9 (23.0:21.0)[false-Van]:43 5 (43.0:95.0)[false-Van]:24 22 (24.0:21.0)[false-Van]:25 21 (25.0:67.0)[false-Van]:57 24 (57.0:77.0)[false-City Cargo Bike]:26 17 (26.0:59.0)[false-Van]:27 2 (27.0:1.0)[false-Van]:28 15 (28.0:33.0)[false-Van]:29 16 (29.0:25.0)[false-Van]:30 14 (30.0:45.0)[false-Van]:64 23 (64.0:9.0)[false-Van]:31 23 (31.0:63.0)[false-Van]:32 24 (32.0:1.0)[false-Van]:33 2 (33.0:77.0)[false-Van]:11 17 (11.0:79.0)[false-Van]:34 12 (34.0:35.0)[false-Van]:35 18 (35.0:9.0)[false-Van]:36 5 (36.0:61.0)[false-Van]:37 19 (37.0:59.0)[false-Van]:38 15 (38.0:63.0)[false-Van]:39 8 (39.0:97.0)[false-Walker]:40 6 (40.0:9.0)[false-Van]:41 14 (41.0:93.0)[false-Van]:44 24 (44.0:31.0)[false-Van]:65 14 (65.0:3.0)[false-Van]:45 25 (45.0:77.0)[false-Van]:46 2 (46.0:63.0)[false-Van]:48 14 (48.0:11.0)[false-Van]:42 13 (42.0:83.0)[false-Van]:50 13 (50.0:37.0)[false-Van]:51 10 (51.0:75.0)[false-Van]:52 6 (52.0:15.0)[false-Van]:53 6 (53.0:69.0)[false-Van]:62 2 (62.0:93.0)[false-City Cargo Bike]:58 4 (58.0:15.0)[false-Van]:56 20 (56.0:49.0)[false-Van]:49 2 (49.0:7.0)[false-City Cargo Bike]:54 24 (54.0:69.0)[false-City Cargo Bike]:55 21 (55.0:5.0)[false-City Cargo Bike]:47 8 (47.0:3.0)[true-Walker]:59 19 (59.0:91.0)[false-City Cargo Bike]:60 14 (60.0:79.0)[false-City Cargo Bike]:61 23 (61.0:67.0)[false-City Cargo Bike]:63 16 (63.0:25.0)[false-City Cargo Bike]:,SOL:R:Van:2:3:4:5:6:7:20:8::R:Walker:9::R:Van:10:13:14:15:16:17::R:Van:18::R:Walker:19::R:Van:21:12:22:23:43:24:25::R:City Cargo Bike:57::R:Van:26:27:28:29:30:64::R:Van:31:32:33:11:34:35::R:Van:36:37:38:39:40:41:44::R:Van:65:45:46:48:42:50:51:52::R:Van:53:62:58:56:49:54:55::R:Walker:47::R:City Cargo Bike:59::R:City Cargo Bike:60::R:City Cargo Bike:61::R:City Cargo Bike:63:,96979.04130878241,17.0,219722.88963145646,766717.5956593517,1480.0,765237.5956593517,14158.313736375978,2645.1592148664413,11979.96243217737,3433.1701504915072,53.0,18.0,0.0,29.0,88.0,5.0,0.0,8.0,45.0,15.0,0.0,40.0,85.0,4.0,0.0,11.0,RndSwap:simple
3:3:0:4,-1.0,3,3,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
3:3:1:0,-1.0,3,3,1,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
