Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,z,source
1:4:3:3,147736.6489048954,1,4,3,3,2 3 (2.0:94.0)[true-Van]:22 22 (22.0:41.0)[false-Van]:6 11 (6.0:41.0)[false-City Cargo Bike]:3 12 (3.0:10.0)[false-City Cargo Bike]:20 11 (20.0:58.0)[false-City Cargo Bike]:5 4 (5.0:25.0)[true-City Cargo Bike]:17 6 (17.0:57.0)[true-Van]:37 2 (37.0:33.0)[false-City Cargo Bike]:53 7 (53.0:96.0)[false-Van]:8 21 (8.0:14.0)[false-City Cargo Bike]:45 10 (45.0:95.0)[false-City Cargo Bike]:21 17 (21.0:5.0)[false-City Cargo Bike]:44 10 (44.0:84.0)[false-Van]:11 13 (11.0:41.0)[false-Van]:12 14 (12.0:21.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[true-Van]:14 17 (14.0:65.0)[false-City Cargo Bike]:24 19 (24.0:84.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[false-City Cargo Bike]:4 25 (4.0:16.0)[false-City Cargo Bike]:26 23 (26.0:47.0)[false-City Cargo Bike]:7 20 (7.0:81.0)[false-City Cargo Bike]:10 20 (10.0:90.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[false-City Cargo Bike]:15 11 (15.0:13.0)[false-City Cargo Bike]:30 7 (30.0:58.0)[false-City Cargo Bike]:25 21 (25.0:97.0)[false-City Cargo Bike]:23 10 (23.0:50.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[false-City Cargo Bike]:18 7 (18.0:14.0)[false-City Cargo Bike]:38 15 (38.0:21.0)[false-City Cargo Bike]:28 15 (28.0:60.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[false-City Cargo Bike]:55 12 (55.0:74.0)[false-City Cargo Bike]:54 11 (54.0:46.0)[false-Walker]:19 21 (19.0:66.0)[false-City Cargo Bike]:51 5 (51.0:74.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-City Cargo Bike]:29 22 (29.0:60.0)[false-City Cargo Bike]:41 3 (41.0:49.0)[false-City Cargo Bike]:32 15 (32.0:9.0)[false-City Cargo Bike]:40 13 (40.0:81.0)[false-Walker]:33 22 (33.0:47.0)[true-City Cargo Bike]:34 12 (34.0:19.0)[true-Walker]:35 24 (35.0:15.0)[true-Van]:39 18 (39.0:57.0)[false-Van]:42 20 (42.0:51.0)[false-City Cargo Bike]:46 66 (46.0:89.0)[true-City Cargo Bike]:48 7 (48.0:69.0)[false-Van]:49 12 (49.0:75.0)[false-City Cargo Bike]:52 18 (52.0:1.0)[false-City Cargo Bike]:50 24 (50.0:97.0)[false-Van]:,SOL:R:Van::R:Van:2:22:6:3:20::R:City Cargo Bike:5::R:Van:17:37:53:8:45:21:44:11:12::R:Van:13:14:24:16:9::R:City Cargo Bike:4::R:City Cargo Bike:26::R:City Cargo Bike:7::R:City Cargo Bike:10::R:City Cargo Bike:43::R:City Cargo Bike:15::R:City Cargo Bike:30::R:City Cargo Bike:25::R:City Cargo Bike:23::R:City Cargo Bike:47::R:City Cargo Bike:18::R:City Cargo Bike:38::R:City Cargo Bike:28::R:City Cargo Bike:27::R:City Cargo Bike:31::R:City Cargo Bike:55::R:Walker:54::R:City Cargo Bike:19::R:City Cargo Bike:51::R:City Cargo Bike:36::R:City Cargo Bike:29::R:City Cargo Bike:41::R:City Cargo Bike:32::R:Walker:40::R:City Cargo Bike:33::R:Walker:34::R:Van:35:39:42::R:City Cargo Bike:46::R:Van:48:49:52:50:,147736.6489048954,34.0,95317.68908259069,545419.2894245266,2120.0,543299.2894245266,17427.10835493502,NaN,10100.357211565308,1765.1423904183462,18.0,9.0,0.0,74.0,48.0,6.0,0.0,46.0,13.0,11.0,0.0,76.0,45.0,4.0,0.0,50.0,RndSwap:simple
1:4:3:4,-1.0,1,4,3,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:4:4:0,-1.0,1,4,4,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:4:4:1,-1.0,1,4,4,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:4:4:2,174022.80020182315,1,4,4,2,2 3 (2.0:94.0)[true-Van]:24 19 (24.0:84.0)[false-Walker]:3 12 (3.0:10.0)[false-Walker]:53 7 (53.0:96.0)[false-Van]:38 15 (38.0:21.0)[false-Walker]:34 12 (34.0:19.0)[false-Walker]:30 7 (30.0:58.0)[false-Walker]:4 25 (4.0:16.0)[false-Van]:49 12 (49.0:75.0)[false-Van]:43 14 (43.0:9.0)[false-Van]:14 17 (14.0:65.0)[false-City Cargo Bike]:33 22 (33.0:47.0)[false-Walker]:15 11 (15.0:13.0)[false-Walker]:7 20 (7.0:81.0)[false-Walker]:6 11 (6.0:41.0)[false-City Cargo Bike]:50 24 (50.0:97.0)[false-Van]:28 15 (28.0:60.0)[false-Walker]:27 19 (27.0:11.0)[true-Van]:10 20 (10.0:90.0)[false-Walker]:16 36 (16.0:21.0)[false-City Cargo Bike]:41 3 (41.0:49.0)[false-Walker]:13 16 (13.0:41.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[false-Van]:44 10 (44.0:84.0)[false-Walker]:17 6 (17.0:57.0)[false-City Cargo Bike]:40 13 (40.0:81.0)[false-City Cargo Bike]:18 7 (18.0:14.0)[false-Walker]:21 17 (21.0:5.0)[false-Walker]:19 21 (19.0:66.0)[false-Walker]:11 13 (11.0:41.0)[false-City Cargo Bike]:51 5 (51.0:74.0)[false-Van]:39 18 (39.0:57.0)[false-City Cargo Bike]:25 21 (25.0:97.0)[false-City Cargo Bike]:55 12 (55.0:74.0)[false-Van]:42 20 (42.0:51.0)[false-Walker]:26 23 (26.0:47.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-Van]:45 10 (45.0:95.0)[false-Walker]:31 11 (31.0:30.0)[false-Walker]:47 10 (47.0:10.0)[false-Walker]:29 22 (29.0:60.0)[false-Van]:20 11 (20.0:58.0)[false-Walker]:5 4 (5.0:25.0)[true-Van]:22 22 (22.0:41.0)[false-Walker]:48 7 (48.0:69.0)[false-Van]:35 24 (35.0:15.0)[false-City Cargo Bike]:52 18 (52.0:1.0)[false-Walker]:32 15 (32.0:9.0)[false-Walker]:54 11 (54.0:46.0)[true-Walker]:23 10 (23.0:50.0)[false-Walker]:8 21 (8.0:14.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[true-Van]:46 66 (46.0:89.0)[false-Walker]:12 14 (12.0:21.0)[false-City Cargo Bike]:,SOL:R:Van:2:53:4:49:43:50:9::R:Walker:24::R:Walker:3::R:Walker:38::R:Walker:34::R:Walker:30::R:City Cargo Bike:14::R:Walker:33::R:Walker:15::R:Walker:7::R:City Cargo Bike:6::R:Walker:28::R:Van:27:51:55:36:29:48::R:Walker:10::R:City Cargo Bike:16::R:Walker:41::R:City Cargo Bike:13::R:Walker:44::R:City Cargo Bike:17::R:City Cargo Bike:40::R:Walker:18::R:Walker:21::R:Walker:19::R:City Cargo Bike:11::R:City Cargo Bike:39::R:City Cargo Bike:25::R:Walker:42::R:City Cargo Bike:26::R:Walker:45::R:Walker:31::R:Walker:47::R:Walker:20::R:Van:5::R:Walker:22::R:City Cargo Bike:35::R:Walker:52::R:Walker:32::R:Walker:54::R:Walker:23::R:City Cargo Bike:8::R:Van:37::R:Walker:46::R:City Cargo Bike:12:,174022.80020182315,43.0,62700.573981600784,513497.09275580826,2430.0,511067.09275580826,15575.258220784806,3379.255681201608,9509.205421403856,1161.1217404000145,9.0,60.0,0.0,30.0,28.0,48.0,0.0,24.0,7.0,68.0,0.0,24.0,23.0,49.0,0.0,28.0,AddRoute:Pedestrian:advanced
1:4:4:3,166049.83043906555,1,4,4,3,47 10 (47.0:10.0)[true-Van]:26 23 (26.0:47.0)[false-City Cargo Bike]:4 25 (4.0:16.0)[false-City Cargo Bike]:22 22 (22.0:41.0)[true-Van]:2 3 (2.0:94.0)[true-Van]:48 7 (48.0:69.0)[false-City Cargo Bike]:32 15 (32.0:9.0)[false-City Cargo Bike]:45 10 (45.0:95.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[false-City Cargo Bike]:3 12 (3.0:10.0)[false-City Cargo Bike]:30 7 (30.0:58.0)[false-City Cargo Bike]:5 4 (5.0:25.0)[false-City Cargo Bike]:17 6 (17.0:57.0)[false-Van]:18 7 (18.0:14.0)[false-City Cargo Bike]:8 21 (8.0:14.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[false-City Cargo Bike]:7 20 (7.0:81.0)[false-City Cargo Bike]:49 12 (49.0:75.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[false-City Cargo Bike]:20 11 (20.0:58.0)[false-City Cargo Bike]:10 20 (10.0:90.0)[true-City Cargo Bike]:28 15 (28.0:60.0)[false-City Cargo Bike]:14 17 (14.0:65.0)[true-Van]:23 10 (23.0:50.0)[false-Van]:12 14 (12.0:21.0)[false-City Cargo Bike]:25 21 (25.0:97.0)[true-City Cargo Bike]:6 11 (6.0:41.0)[false-City Cargo Bike]:29 22 (29.0:60.0)[false-City Cargo Bike]:11 13 (11.0:41.0)[false-City Cargo Bike]:52 18 (52.0:1.0)[false-City Cargo Bike]:19 21 (19.0:66.0)[false-City Cargo Bike]:33 22 (33.0:47.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[false-City Cargo Bike]:41 3 (41.0:49.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[false-City Cargo Bike]:35 24 (35.0:15.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-City Cargo Bike]:38 15 (38.0:21.0)[false-City Cargo Bike]:39 18 (39.0:57.0)[false-City Cargo Bike]:40 13 (40.0:81.0)[false-City Cargo Bike]:42 20 (42.0:51.0)[false-City Cargo Bike]:55 12 (55.0:74.0)[false-City Cargo Bike]:54 11 (54.0:46.0)[false-Walker]:24 19 (24.0:84.0)[false-City Cargo Bike]:44 10 (44.0:84.0)[false-Van]:53 7 (53.0:96.0)[false-Van]:15 11 (15.0:13.0)[false-Walker]:50 24 (50.0:97.0)[true-Walker]:34 12 (34.0:19.0)[false-City Cargo Bike]:21 17 (21.0:5.0)[false-Walker]:46 66 (46.0:89.0)[false-Walker]:51 5 (51.0:74.0)[false-Van]:,SOL:R:Van::R:Van:47:26:4::R:Van:22::R:Van:2:48:32:45:37:3:30:5:17:18:8::R:City Cargo Bike:43::R:City Cargo Bike:7::R:City Cargo Bike:49::R:City Cargo Bike:13::R:City Cargo Bike:16::R:City Cargo Bike:9::R:City Cargo Bike:20::R:City Cargo Bike:10::R:City Cargo Bike:28::R:Van:14:23:12::R:City Cargo Bike:25::R:City Cargo Bike:6::R:City Cargo Bike:29::R:City Cargo Bike:11::R:City Cargo Bike:52::R:City Cargo Bike:19::R:City Cargo Bike:33::R:City Cargo Bike:27::R:City Cargo Bike:41::R:City Cargo Bike:31::R:City Cargo Bike:35::R:City Cargo Bike:36::R:City Cargo Bike:38::R:City Cargo Bike:39::R:City Cargo Bike:40::R:City Cargo Bike:42::R:City Cargo Bike:55::R:Walker:54::R:City Cargo Bike:24::R:Van:44:53:15::R:Walker:50::R:City Cargo Bike:34::R:Walker:21::R:Walker:46::R:Van:51:,166049.83043906555,39.0,94168.90569333208,579378.8156807944,2440.0,576938.8156807944,17983.07812650158,NaN,10729.237327422119,1743.8686239505942,18.0,10.0,0.0,72.0,41.0,7.0,0.0,52.0,11.0,15.0,0.0,74.0,30.0,14.0,0.0,56.0,DelRoute:LargeVan:simple
1:4:4:4,210945.5539646678,1,4,4,4,2 3 (2.0:94.0)[true-Van]:20 11 (20.0:58.0)[false-City Cargo Bike]:29 22 (29.0:60.0)[false-City Cargo Bike]:55 12 (55.0:74.0)[false-City Cargo Bike]:51 5 (51.0:74.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[false-City Cargo Bike]:21 17 (21.0:5.0)[false-City Cargo Bike]:3 12 (3.0:10.0)[false-Van]:5 4 (5.0:25.0)[false-Van]:47 10 (47.0:10.0)[false-City Cargo Bike]:17 6 (17.0:57.0)[false-City Cargo Bike]:24 19 (24.0:84.0)[false-Walker]:35 24 (35.0:15.0)[false-City Cargo Bike]:23 10 (23.0:50.0)[false-City Cargo Bike]:34 12 (34.0:19.0)[false-Walker]:42 20 (42.0:51.0)[false-City Cargo Bike]:32 15 (32.0:9.0)[false-City Cargo Bike]:38 15 (38.0:21.0)[false-Walker]:30 7 (30.0:58.0)[false-Walker]:14 17 (14.0:65.0)[false-City Cargo Bike]:33 22 (33.0:47.0)[false-Walker]:6 11 (6.0:41.0)[false-City Cargo Bike]:50 24 (50.0:97.0)[false-Van]:10 20 (10.0:90.0)[false-Walker]:45 10 (45.0:95.0)[false-City Cargo Bike]:54 11 (54.0:46.0)[false-Walker]:49 12 (49.0:75.0)[true-Van]:13 16 (13.0:41.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[true-Van]:9 10 (9.0:42.0)[false-Van]:7 20 (7.0:81.0)[true-City Cargo Bike]:48 7 (48.0:69.0)[false-City Cargo Bike]:41 3 (41.0:49.0)[false-Walker]:53 7 (53.0:96.0)[false-Van]:44 10 (44.0:84.0)[false-Walker]:19 21 (19.0:66.0)[false-City Cargo Bike]:40 13 (40.0:81.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[false-Walker]:12 14 (12.0:21.0)[false-City Cargo Bike]:22 22 (22.0:41.0)[false-City Cargo Bike]:28 15 (28.0:60.0)[false-Walker]:18 7 (18.0:14.0)[true-Van]:11 13 (11.0:41.0)[false-City Cargo Bike]:39 18 (39.0:57.0)[true-Van]:52 18 (52.0:1.0)[false-City Cargo Bike]:4 25 (4.0:16.0)[false-Van]:37 2 (37.0:33.0)[true-Walker]:8 21 (8.0:14.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-City Cargo Bike]:15 11 (15.0:13.0)[false-Walker]:26 23 (26.0:47.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[false-City Cargo Bike]:46 66 (46.0:89.0)[false-City Cargo Bike]:25 21 (25.0:97.0)[false-Walker]:,SOL:R:Van:2:3:5:50:9:53:4::R:City Cargo Bike:20::R:City Cargo Bike:29::R:City Cargo Bike:55::R:City Cargo Bike:51::R:City Cargo Bike:31::R:City Cargo Bike:21::R:City Cargo Bike:47::R:City Cargo Bike:17::R:Walker:24::R:City Cargo Bike:35::R:City Cargo Bike:23::R:Walker:34::R:City Cargo Bike:42::R:City Cargo Bike:32::R:Walker:38::R:Walker:30::R:City Cargo Bike:14::R:Walker:33::R:City Cargo Bike:6::R:Walker:10::R:City Cargo Bike:45::R:Walker:54::R:Van:49::R:City Cargo Bike:13::R:Van:16::R:City Cargo Bike:7::R:City Cargo Bike:48::R:Walker:41::R:Walker:44::R:City Cargo Bike:19::R:City Cargo Bike:40::R:Walker:27::R:City Cargo Bike:12::R:City Cargo Bike:22::R:Walker:28::R:Van:18::R:City Cargo Bike:11::R:Van:39::R:City Cargo Bike:52::R:Walker:37::R:City Cargo Bike:8::R:City Cargo Bike:36::R:Walker:15::R:City Cargo Bike:26::R:City Cargo Bike:43::R:City Cargo Bike:46::R:Walker:25:,210945.5539646678,48.0,94433.69483103784,670168.7144900339,2750.0,667418.7144900339,16134.392928166453,2864.656819761287,12410.531749815444,1748.7721265007006,10.0,29.0,0.0,60.0,20.0,26.0,0.0,54.0,9.0,32.0,0.0,59.0,19.0,22.0,0.0,59.0,AddRoute:LargeVan:advanced
2:0:0:0,-1.0,2,0,0,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2:0:0:1,22252.727045299423,2,0,0,1,2 3 (2.0:94.0)[true-Van]:7 20 (7.0:81.0)[false-Van]:24 19 (24.0:84.0)[false-Walker]:6 11 (6.0:41.0)[false-City Cargo Bike]:3 12 (3.0:10.0)[true-Van]:21 17 (21.0:5.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[false-City Cargo Bike]:34 12 (34.0:19.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[false-City Cargo Bike]:10 20 (10.0:90.0)[true-Van]:25 21 (25.0:97.0)[false-City Cargo Bike]:26 23 (26.0:47.0)[false-City Cargo Bike]:23 10 (23.0:50.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-City Cargo Bike]:22 22 (22.0:41.0)[true-Van]:16 36 (16.0:21.0)[false-City Cargo Bike]:4 25 (4.0:16.0)[false-City Cargo Bike]:14 17 (14.0:65.0)[true-Van]:42 20 (42.0:51.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[false-City Cargo Bike]:15 11 (15.0:13.0)[false-City Cargo Bike]:19 21 (19.0:66.0)[false-City Cargo Bike]:20 11 (20.0:58.0)[false-City Cargo Bike]:44 10 (44.0:84.0)[true-Van]:39 18 (39.0:57.0)[false-City Cargo Bike]:33 22 (33.0:47.0)[false-City Cargo Bike]:18 7 (18.0:14.0)[false-Van]:8 21 (8.0:14.0)[false-City Cargo Bike]:11 13 (11.0:41.0)[false-City Cargo Bike]:28 15 (28.0:60.0)[true-Van]:29 22 (29.0:60.0)[false-City Cargo Bike]:30 7 (30.0:58.0)[false-City Cargo Bike]:41 3 (41.0:49.0)[false-City Cargo Bike]:48 7 (48.0:69.0)[false-City Cargo Bike]:55 12 (55.0:74.0)[false-City Cargo Bike]:38 15 (38.0:21.0)[false-City Cargo Bike]:12 14 (12.0:21.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[true-Van]:32 15 (32.0:9.0)[false-City Cargo Bike]:35 24 (35.0:15.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-City Cargo Bike]:17 6 (17.0:57.0)[false-City Cargo Bike]:40 13 (40.0:81.0)[true-Van]:46 66 (46.0:89.0)[false-City Cargo Bike]:5 4 (5.0:25.0)[false-City Cargo Bike]:49 12 (49.0:75.0)[true-Van]:50 24 (50.0:97.0)[false-City Cargo Bike]:53 7 (53.0:96.0)[false-Van]:45 10 (45.0:95.0)[false-City Cargo Bike]:51 5 (51.0:74.0)[false-Van]:52 18 (52.0:1.0)[false-City Cargo Bike]:54 11 (54.0:46.0)[false-Van]:,SOL:R:Van::R:Van:2:7:24:6::R:Van:3:21:37:43:34:9::R:Van:10:25:26:23:13::R:Van:22:16:4::R:Van:14:42:27:15:19:20::R:Van:44:39:33:18:8:11::R:Van:28:29:30:41:48:55:38:12::R:Van:31:32:35:47:36:17::R:Van:40:46:5::R:Van:49:50:53:45:51:52:54:,22252.727045299423,11.0,111263.63522649712,335110.90567949135,1320.0,333790.90567949135,6273.668003666731,NaN,6205.757512583173,2060.437689379576,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RndSwap:simple
2:0:0:2,28169.842395774816,2,0,0,2,4 25 (4.0:16.0)[false-Van]:2 3 (2.0:94.0)[false-City Cargo Bike]:7 20 (7.0:81.0)[false-City Cargo Bike]:10 20 (10.0:90.0)[false-City Cargo Bike]:14 17 (14.0:65.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[false-City Cargo Bike]:52 18 (52.0:1.0)[true-Van]:40 13 (40.0:81.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-City Cargo Bike]:11 13 (11.0:41.0)[false-City Cargo Bike]:8 21 (8.0:14.0)[true-Van]:32 15 (32.0:9.0)[false-City Cargo Bike]:15 11 (15.0:13.0)[false-City Cargo Bike]:35 24 (35.0:15.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[false-City Cargo Bike]:17 6 (17.0:57.0)[false-City Cargo Bike]:6 11 (6.0:41.0)[false-City Cargo Bike]:18 7 (18.0:14.0)[true-Van]:20 11 (20.0:58.0)[false-Walker]:22 22 (22.0:41.0)[false-Van]:21 17 (21.0:5.0)[false-City Cargo Bike]:34 12 (34.0:19.0)[false-City Cargo Bike]:26 23 (26.0:47.0)[true-Van]:24 19 (24.0:84.0)[false-City Cargo Bike]:25 21 (25.0:97.0)[false-Walker]:38 15 (38.0:21.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[true-Van]:54 11 (54.0:46.0)[false-City Cargo Bike]:44 10 (44.0:84.0)[false-Van]:28 15 (28.0:60.0)[false-City Cargo Bike]:29 22 (29.0:60.0)[false-City Cargo Bike]:5 4 (5.0:25.0)[false-City Cargo Bike]:41 3 (41.0:49.0)[true-Van]:31 11 (31.0:30.0)[false-City Cargo Bike]:23 10 (23.0:50.0)[false-City Cargo Bike]:33 22 (33.0:47.0)[true-Van]:30 7 (30.0:58.0)[false-City Cargo Bike]:42 20 (42.0:51.0)[false-City Cargo Bike]:51 5 (51.0:74.0)[false-City Cargo Bike]:39 18 (39.0:57.0)[false-City Cargo Bike]:12 14 (12.0:21.0)[false-City Cargo Bike]:3 12 (3.0:10.0)[true-Van]:16 36 (16.0:21.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[true-Van]:45 10 (45.0:95.0)[false-City Cargo Bike]:46 66 (46.0:89.0)[false-City Cargo Bike]:48 7 (48.0:69.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[false-City Cargo Bike]:49 12 (49.0:75.0)[true-Van]:50 24 (50.0:97.0)[false-Van]:19 21 (19.0:66.0)[false-City Cargo Bike]:53 7 (53.0:96.0)[false-Van]:55 12 (55.0:74.0)[false-Van]:,SOL:R:Van:4:2:7:10:14:9::R:Van:52:40:36:11::R:Van:8:32:15:35:47:17:6::R:Van:18:20:22:21:34::R:Van:26:24:25:38:13::R:Van:27:54:44:28:29:5::R:Van:41:31:23::R:Van:33:30:42:51:39:12::R:Van:3:16::R:Van:43:45:46:48:37::R:Van:49:50:19:53:55:,28169.842395774816,11.0,140849.2119788741,423867.6359366223,1320.0,422547.6359366223,6273.638102053931,1067.5616362023964,7849.400665493005,2608.318740349521,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RndSwap:simple
2:0:0:3,-1.0,2,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2:0:0:4,-1.0,2,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2:0:1:0,-1.0,2,0,1,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2:0:1:1,23407.430266422423,2,0,1,1,4 25 (4.0:16.0)[true-Van]:2 3 (2.0:94.0)[false-City Cargo Bike]:7 20 (7.0:81.0)[false-City Cargo Bike]:10 20 (10.0:90.0)[false-City Cargo Bike]:14 17 (14.0:65.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[false-City Cargo Bike]:52 18 (52.0:1.0)[true-Van]:40 13 (40.0:81.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-City Cargo Bike]:11 13 (11.0:41.0)[false-City Cargo Bike]:8 21 (8.0:14.0)[true-Van]:32 15 (32.0:9.0)[false-City Cargo Bike]:15 11 (15.0:13.0)[false-City Cargo Bike]:35 24 (35.0:15.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[false-City Cargo Bike]:17 6 (17.0:57.0)[false-City Cargo Bike]:6 11 (6.0:41.0)[false-City Cargo Bike]:18 7 (18.0:14.0)[true-Van]:20 11 (20.0:58.0)[false-Walker]:21 17 (21.0:5.0)[false-City Cargo Bike]:23 10 (23.0:50.0)[false-City Cargo Bike]:26 23 (26.0:47.0)[true-Van]:24 19 (24.0:84.0)[false-City Cargo Bike]:25 21 (25.0:97.0)[false-Walker]:38 15 (38.0:21.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[true-Van]:54 11 (54.0:46.0)[false-City Cargo Bike]:44 10 (44.0:84.0)[false-Van]:28 15 (28.0:60.0)[false-City Cargo Bike]:29 22 (29.0:60.0)[false-City Cargo Bike]:22 22 (22.0:41.0)[false-Van]:41 3 (41.0:49.0)[true-Van]:34 12 (34.0:19.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-City Cargo Bike]:33 22 (33.0:47.0)[true-Van]:30 7 (30.0:58.0)[false-City Cargo Bike]:42 20 (42.0:51.0)[false-City Cargo Bike]:51 5 (51.0:74.0)[false-City Cargo Bike]:39 18 (39.0:57.0)[false-City Cargo Bike]:12 14 (12.0:21.0)[false-City Cargo Bike]:3 12 (3.0:10.0)[true-Van]:5 4 (5.0:25.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[true-Van]:45 10 (45.0:95.0)[false-City Cargo Bike]:46 66 (46.0:89.0)[false-City Cargo Bike]:48 7 (48.0:69.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[false-City Cargo Bike]:49 12 (49.0:75.0)[true-Van]:50 24 (50.0:97.0)[false-Van]:55 12 (55.0:74.0)[false-Van]:53 7 (53.0:96.0)[false-Van]:19 21 (19.0:66.0)[false-Walker]:,SOL:R:Van::R:Van:4:2:7:10:14:9::R:Van:52:40:36:11::R:Van:8:32:15:35:47:17:6::R:Van:18:20:21:23::R:Van:26:24:25:38:13::R:Van:27:54:44:28:29:22::R:Van:41:34:31:16::R:Van:33:30:42:51:39:12::R:Van:3:5::R:Van:43:45:46:48:37::R:Van:49:50:55:53:19:,23407.430266422423,12.0,117037.15133211215,352551.45399633644,1440.0,351111.45399633644,6273.638102053931,NaN,6528.7306295617855,2167.354654298373,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,AddRoute:LargeVan:simple
